theta_rad,i_A
0.62831853,19.00000000
0.62831853,19.50000000
0.62831853,20.00000000
0.73303829,0.00000000
0.73303829,0.50000000
0.73303829,1.00000000
0.73303829,1.50000000
0.73303829,2.00000000
0.73303829,2.50000000
0.73303829,3.00000000
0.73303829,3.50000000
0.73303829,4.00000000
0.73303829,4.50000000
0.73303829,5.00000000
0.73303829,5.50000000
0.73303829,6.00000000
0.73303829,6.50000000
0.73303829,7.00000000
0.73303829,7.50000000
0.73303829,8.00000000
0.73303829,8.50000000
0.73303829,9.00000000
0.73303829,9.50000000
0.73303829,10.00000000
0.73303829,10.50000000
0.73303829,11.00000000
0.73303829,11.50000000
0.73303829,12.00000000
0.73303829,12.50000000
0.73303829,13.00000000
0.73303829,13.50000000
0.73303829,14.00000000
0.73303829,14.50000000
0.73303829,15.00000000
0.73303829,15.50000000
0.73303829,16.00000000
0.73303829,16.50000000
0.73303829,17.00000000
0.73303829,17.50000000
0.73303829,18.00000000
0.73303829,18.50000000
0.73303829,19.00000000
0.73303829,19.50000000
0.73303829,20.00000000
0.83775804,0.00000000
0.83775804,0.50000000
0.83775804,1.00000000
0.83775804,1.50000000
0.83775804,2.00000000
0.83775804,2.50000000
0.83775804,3.00000000
0.83775804,3.50000000
0.83775804,4.00000000
0.83775804,4.50000000
0.83775804,5.00000000
0.83775804,5.50000000
0.83775804,6.00000000
0.83775804,6.50000000
0.83775804,7.00000000
0.83775804,7.50000000
0.83775804,8.00000000
0.83775804,8.50000000
0.83775804,9.00000000
0.83775804,9.50000000
0.83775804,10.00000000
0.83775804,10.50000000
0.83775804,11.00000000
0.83775804,11.50000000
0.83775804,12.00000000
0.83775804,12.50000000
0.83775804,13.00000000
0.83775804,13.50000000
0.83775804,14.00000000
0.83775804,14.50000000
0.83775804,15.00000000
0.83775804,15.50000000
0.83775804,16.00000000
0.83775804,16.50000000
0.83775804,17.00000000
0.83775804,17.50000000
0.83775804,18.00000000
0.83775804,18.50000000
0.83775804,19.00000000
0.83775804,19.50000000
0.83775804,20.00000000
0.94247780,0.00000000
0.94247780,0.50000000
0.94247780,1.00000000
0.94247780,1.50000000
0.94247780,2.00000000
0.94247780,2.50000000
0.94247780,3.00000000
0.94247780,3.50000000
0.94247780,4.00000000
0.94247780,4.50000000
0.94247780,5.00000000
0.94247780,5.50000000
0.94247780,6.00000000
0.94247780,6.50000000
0.94247780,7.00000000
0.94247780,7.50000000
0.94247780,8.00000000
0.94247780,8.50000000
0.94247780,9.00000000
0.94247780,9.50000000
0.94247780,10.00000000
0.94247780,10.50000000
0.94247780,11.00000000
0.94247780,11.50000000
0.94247780,12.00000000
0.94247780,12.50000000
0.94247780,13.00000000
0.94247780,13.50000000
0.94247780,14.00000000
0.94247780,14.50000000
0.94247780,15.00000000
0.94247780,15.50000000
0.94247780,16.00000000
0.94247780,16.50000000
0.94247780,17.00000000
0.94247780,17.50000000
0.94247780,18.00000000
0.94247780,18.50000000
0.94247780,19.00000000
0.94247780,19.50000000
0.94247780,20.00000000
1.04719755,0.00000000
1.04719755,0.50000000
1.04719755,1.00000000
1.04719755,1.50000000
1.04719755,2.00000000
1.04719755,2.50000000
1.04719755,3.00000000
1.04719755,3.50000000
1.04719755,4.00000000
1.04719755,4.50000000
1.04719755,5.00000000
1.04719755,5.50000000
1.04719755,6.00000000
1.04719755,6.50000000
1.04719755,7.00000000
1.04719755,7.50000000
1.04719755,8.00000000
1.04719755,8.50000000
1.04719755,9.00000000
1.04719755,9.50000000
1.04719755,10.00000000
1.04719755,10.50000000
1.04719755,11.00000000
1.04719755,11.50000000
1.04719755,12.00000000
1.04719755,12.50000000
1.04719755,13.00000000
1.04719755,13.50000000
1.04719755,14.00000000
1.04719755,14.50000000
1.04719755,15.00000000
1.04719755,15.50000000
1.04719755,16.00000000
1.04719755,16.50000000
1.04719755,17.00000000
1.04719755,17.50000000
1.04719755,18.00000000
1.04719755,18.50000000
1.04719755,19.00000000
1.04719755,19.50000000
1.04719755,20.00000000
1.15191731,0.00000000
1.15191731,0.50000000
1.15191731,1.00000000
1.15191731,1.50000000
1.15191731,2.00000000
1.15191731,2.50000000
1.15191731,3.00000000
1.15191731,3.50000000
1.15191731,4.00000000
1.15191731,4.50000000
1.15191731,5.00000000
1.15191731,5.50000000
1.15191731,6.00000000
1.15191731,6.50000000
1.15191731,7.00000000
1.15191731,7.50000000
1.15191731,8.00000000
1.15191731,8.50000000
1.15191731,9.00000000
1.15191731,9.50000000
1.15191731,10.00000000
1.15191731,10.50000000
1.15191731,11.00000000
1.15191731,11.50000000
1.15191731,12.00000000
1.15191731,12.50000000
1.15191731,13.00000000
1.15191731,13.50000000
1.15191731,14.00000000
1.15191731,14.50000000
1.15191731,15.00000000
1.15191731,15.50000000
1.15191731,16.00000000
1.15191731,16.50000000
1.15191731,17.00000000
1.15191731,17.50000000
1.15191731,18.00000000
1.15191731,18.50000000
1.15191731,19.00000000
1.15191731,19.50000000
1.15191731,20.00000000
1.25663706,0.00000000
1.25663706,0.50000000
1.25663706,1.00000000
1.25663706,1.50000000
1.25663706,2.00000000
1.25663706,2.50000000
1.25663706,3.00000000
1.25663706,3.50000000
1.25663706,4.00000000
1.25663706,4.50000000
1.25663706,5.00000000
1.25663706,5.50000000
1.25663706,6.00000000
1.25663706,6.50000000
1.25663706,7.00000000
1.25663706,7.50000000
1.25663706,8.00000000
1.25663706,8.50000000
1.25663706,9.00000000
1.25663706,9.50000000
1.25663706,10.00000000
1.25663706,10.50000000
1.25663706,11.00000000
1.25663706,11.50000000
1.25663706,12.00000000
1.25663706,12.50000000
1.25663706,13.00000000
1.25663706,13.50000000
1.25663706,14.00000000
1.25663706,14.50000000
1.25663706,15.00000000
1.25663706,15.50000000
1.25663706,16.00000000
1.25663706,16.50000000
1.25663706,17.00000000
1.25663706,17.50000000
1.25663706,18.00000000
1.25663706,18.50000000
1.25663706,19.00000000
1.25663706,19.50000000
1.25663706,20.00000000
1.36135682,0.00000000
1.36135682,0.50000000
1.36135682,1.00000000
1.36135682,1.50000000
1.36135682,2.00000000
1.36135682,2.50000000
1.36135682,3.00000000
1.36135682,3.50000000
1.36135682,4.00000000
1.36135682,4.50000000
1.36135682,5.00000000
1.36135682,5.50000000
1.36135682,6.00000000
1.36135682,6.50000000
1.36135682,7.00000000
1.36135682,7.50000000
1.36135682,8.00000000
1.36135682,8.50000000
1.36135682,9.00000000
1.36135682,9.50000000
1.36135682,10.00000000
1.36135682,10.50000000
1.36135682,11.00000000
1.36135682,11.50000000
1.36135682,12.00000000
1.36135682,12.50000000
1.36135682,13.00000000
1.36135682,13.50000000
1.36135682,14.00000000
1.36135682,14.50000000
1.36135682,15.00000000
1.36135682,15.50000000
1.36135682,16.00000000
1.36135682,16.50000000
1.36135682,17.00000000
1.36135682,17.50000000
1.36135682,18.00000000
1.36135682,18.50000000
1.36135682,19.00000000
1.36135682,19.50000000
1.36135682,20.00000000
1.46607657,0.00000000
1.46607657,0.50000000
1.46607657,1.00000000
1.46607657,1.50000000
1.46607657,2.00000000
1.46607657,2.50000000
1.46607657,3.00000000
1.46607657,3.50000000
1.46607657,4.00000000
1.46607657,4.50000000
1.46607657,5.00000000
1.46607657,5.50000000
1.46607657,6.00000000
1.46607657,6.50000000
1.46607657,7.00000000
1.46607657,7.50000000
1.46607657,8.00000000
1.46607657,8.50000000
1.46607657,9.00000000
1.46607657,9.50000000
1.46607657,10.00000000
1.46607657,10.50000000
1.46607657,11.00000000
1.46607657,11.50000000
1.46607657,12.00000000
1.46607657,12.50000000
1.46607657,13.00000000
1.46607657,13.50000000
1.46607657,14.00000000
1.46607657,14.50000000
1.46607657,15.00000000
1.46607657,15.50000000
1.46607657,16.00000000
1.46607657,16.50000000
1.46607657,17.00000000
1.46607657,17.50000000
1.46607657,18.00000000
1.46607657,18.50000000
1.46607657,19.00000000
1.46607657,19.50000000
1.46607657,20.00000000
1.57079633,0.00000000
1.57079633,0.50000000
1.57079633,1.00000000
1.57079633,1.50000000
1.57079633,2.00000000
1.57079633,2.50000000
1.57079633,3.00000000
1.57079633,3.50000000
1.57079633,4.00000000
1.57079633,4.50000000
1.57079633,5.00000000
1.57079633,5.50000000
1.57079633,6.00000000
1.57079633,6.50000000
1.57079633,7.00000000
1.57079633,7.50000000
1.57079633,8.00000000
1.57079633,8.50000000
1.57079633,9.00000000
1.57079633,9.50000000
1.57079633,10.00000000
1.57079633,10.50000000
1.57079633,11.00000000
1.57079633,11.50000000
1.57079633,12.00000000
1.57079633,12.50000000
1.57079633,13.00000000
1.57079633,13.50000000
1.57079633,14.00000000
1.57079633,14.50000000
1.57079633,15.00000000
1.57079633,15.50000000
1.57079633,16.00000000
1.57079633,16.50000000
1.57079633,17.00000000
1.57079633,17.50000000
1.57079633,18.00000000
1.57079633,18.50000000
1.57079633,19.00000000
1.57079633,19.50000000
1.57079633,20.00000000
1.67551608,0.00000000
1.67551608,0.50000000
1.67551608,1.00000000
1.67551608,1.50000000
1.67551608,2.00000000
1.67551608,2.50000000
1.67551608,3.00000000
1.67551608,3.50000000
1.67551608,4.00000000
1.67551608,4.50000000
1.67551608,5.00000000
1.67551608,5.50000000
1.67551608,6.00000000
1.67551608,6.50000000
1.67551608,7.00000000
1.67551608,7.50000000
1.67551608,8.00000000
1.67551608,8.50000000
1.67551608,9.00000000
1.67551608,9.50000000
1.67551608,10.00000000
1.67551608,10.50000000
1.67551608,11.00000000
1.67551608,11.50000000
1.67551608,12.00000000
1.67551608,12.50000000
1.67551608,13.00000000
1.67551608,13.50000000
1.67551608,14.00000000
1.67551608,14.50000000
1.67551608,15.00000000
1.67551608,15.50000000
1.67551608,16.00000000
1.67551608,16.50000000
1.67551608,17.00000000
1.67551608,17.50000000
1.67551608,18.00000000
1.67551608,18.50000000
1.67551608,19.00000000
1.67551608,19.50000000
1.67551608,20.00000000
1.78023584,0.00000000
1.78023584,0.50000000
1.78023584,1.00000000
1.78023584,1.50000000
1.78023584,2.00000000
1.78023584,2.50000000
1.78023584,3.00000000
1.78023584,3.50000000
1.78023584,4.00000000
1.78023584,4.50000000
1.78023584,5.00000000
1.78023584,5.50000000
1.78023584,6.00000000
1.78023584,6.50000000
1.78023584,7.00000000
1.78023584,7.50000000
1.78023584,8.00000000
1.78023584,8.50000000
1.78023584,9.00000000
1.78023584,9.50000000
1.78023584,10.00000000
1.78023584,10.50000000
1.78023584,11.00000000
1.78023584,11.50000000
1.78023584,12.00000000
1.78023584,12.50000000
1.78023584,13.00000000
1.78023584,13.50000000
1.78023584,14.00000000
1.78023584,14.50000000
1.78023584,15.00000000
1.78023584,15.50000000
1.78023584,16.00000000
1.78023584,16.50000000
1.78023584,17.00000000
1.78023584,17.50000000
1.78023584,18.00000000
1.78023584,18.50000000
1.78023584,19.00000000
1.78023584,19.50000000
1.78023584,20.00000000
1.88495559,0.00000000
1.88495559,0.50000000
1.88495559,1.00000000
1.88495559,1.50000000
1.88495559,2.00000000
1.88495559,2.50000000
1.88495559,3.00000000
1.88495559,3.50000000
1.88495559,4.00000000
1.88495559,4.50000000
1.88495559,5.00000000
1.88495559,5.50000000
1.88495559,6.00000000
1.88495559,6.50000000
1.88495559,7.00000000
1.88495559,7.50000000
1.88495559,8.00000000
1.88495559,8.50000000
1.88495559,9.00000000
1.88495559,9.50000000
1.88495559,10.00000000
1.88495559,10.50000000
1.88495559,11.00000000
1.88495559,11.50000000
1.88495559,12.00000000
1.88495559,12.50000000
1.88495559,13.00000000
1.88495559,13.50000000
1.88495559,14.00000000
1.88495559,14.50000000
1.88495559,15.00000000
1.88495559,15.50000000
1.88495559,16.00000000
1.88495559,16.50000000
1.88495559,17.00000000
1.88495559,17.50000000
1.88495559,18.00000000
1.88495559,18.50000000
1.88495559,19.00000000
1.88495559,19.50000000
1.88495559,20.00000000
1.98967535,0.00000000
1.98967535,0.50000000
1.98967535,1.00000000
1.98967535,1.50000000
1.98967535,2.00000000
1.98967535,2.50000000
1.98967535,3.00000000
1.98967535,3.50000000
1.98967535,4.00000000
1.98967535,4.50000000
1.98967535,5.00000000
1.98967535,5.50000000
1.98967535,6.00000000
1.98967535,6.50000000
1.98967535,7.00000000
1.98967535,7.50000000
1.98967535,8.00000000
1.98967535,8.50000000
1.98967535,9.00000000
1.98967535,9.50000000
1.98967535,10.00000000
1.98967535,10.50000000
1.98967535,11.00000000
1.98967535,11.50000000
1.98967535,12.00000000
1.98967535,12.50000000
1.98967535,13.00000000
1.98967535,13.50000000
1.98967535,14.00000000
1.98967535,14.50000000
1.98967535,15.00000000
1.98967535,15.50000000
1.98967535,16.00000000
1.98967535,16.50000000
1.98967535,17.00000000
1.98967535,17.50000000
1.98967535,18.00000000
1.98967535,18.50000000
1.98967535,19.00000000
1.98967535,19.50000000
1.98967535,20.00000000
2.09439510,0.00000000
2.09439510,0.50000000
2.09439510,1.00000000
2.09439510,1.50000000
2.09439510,2.00000000
2.09439510,2.50000000
2.09439510,3.00000000
2.09439510,3.50000000
2.09439510,4.00000000
2.09439510,4.50000000
2.09439510,5.00000000
2.09439510,5.50000000
2.09439510,6.00000000
2.09439510,6.50000000
2.09439510,7.00000000
2.09439510,7.50000000
2.09439510,8.00000000
2.09439510,8.50000000
2.09439510,9.00000000
2.09439510,9.50000000
2.09439510,10.00000000
2.09439510,10.50000000
2.09439510,11.00000000
2.09439510,11.50000000
2.09439510,12.00000000
2.09439510,12.50000000
2.09439510,13.00000000
2.09439510,13.50000000
2.09439510,14.00000000
2.09439510,14.50000000
2.09439510,15.00000000
2.09439510,15.50000000
2.09439510,16.00000000
2.09439510,16.50000000
2.09439510,17.00000000
2.09439510,17.50000000
2.09439510,18.00000000
2.09439510,18.50000000
2.09439510,19.00000000
2.09439510,19.50000000
2.09439510,20.00000000
2.19911486,0.00000000
2.19911486,0.50000000
2.19911486,1.00000000
2.19911486,1.50000000
2.19911486,2.00000000
2.19911486,2.50000000
2.19911486,3.00000000
2.19911486,3.50000000
2.19911486,4.00000000
2.19911486,4.50000000
2.19911486,5.00000000
2.19911486,5.50000000
2.19911486,6.00000000
2.19911486,6.50000000
2.19911486,7.00000000
2.19911486,7.50000000
2.19911486,8.00000000
2.19911486,8.50000000
2.19911486,9.00000000
2.19911486,9.50000000
2.19911486,10.00000000
2.19911486,10.50000000
2.19911486,11.00000000
2.19911486,11.50000000
2.19911486,12.00000000
2.19911486,12.50000000
2.19911486,13.00000000
2.19911486,13.50000000
2.19911486,14.00000000
2.19911486,14.50000000
2.19911486,15.00000000
2.19911486,15.50000000
2.19911486,16.00000000
2.19911486,16.50000000
2.19911486,17.00000000
2.19911486,17.50000000
2.19911486,18.00000000
2.19911486,18.50000000
2.19911486,19.00000000
2.19911486,19.50000000
2.19911486,20.00000000
2.30383461,0.00000000
2.30383461,0.50000000
2.30383461,1.00000000
2.30383461,1.50000000
2.30383461,2.00000000
2.30383461,2.50000000
2.30383461,3.00000000
2.30383461,3.50000000
2.30383461,4.00000000
2.30383461,4.50000000
2.30383461,5.00000000
2.30383461,5.50000000
2.30383461,6.00000000
2.30383461,6.50000000
2.30383461,7.00000000
2.30383461,7.50000000
2.30383461,8.00000000
2.30383461,8.50000000
2.30383461,9.00000000
2.30383461,9.50000000
2.30383461,10.00000000
2.30383461,10.50000000
2.30383461,11.00000000
2.30383461,11.50000000
2.30383461,12.00000000
2.30383461,12.50000000
2.30383461,13.00000000
2.30383461,13.50000000
2.30383461,14.00000000
2.30383461,14.50000000
2.30383461,15.00000000
2.30383461,15.50000000
2.30383461,16.00000000
2.30383461,16.50000000
2.30383461,17.00000000
2.30383461,17.50000000
2.30383461,18.00000000
2.30383461,18.50000000
2.30383461,19.00000000
2.30383461,19.50000000
2.30383461,20.00000000
2.40855437,0.00000000
2.40855437,0.50000000
2.40855437,1.00000000
2.40855437,1.50000000
2.40855437,2.00000000
2.40855437,2.50000000
2.40855437,3.00000000
2.40855437,3.50000000
2.40855437,4.00000000
2.40855437,4.50000000
2.40855437,5.00000000
2.40855437,5.50000000
2.40855437,6.00000000
2.40855437,6.50000000
2.40855437,7.00000000
2.40855437,7.50000000
2.40855437,8.00000000
2.40855437,8.50000000
2.40855437,9.00000000
2.40855437,9.50000000
2.40855437,10.00000000
2.40855437,10.50000000
2.40855437,11.00000000
2.40855437,11.50000000
2.40855437,12.00000000
2.40855437,12.50000000
2.40855437,13.00000000
2.40855437,13.50000000
2.40855437,14.00000000
2.40855437,14.50000000
2.40855437,15.00000000
2.40855437,15.50000000
2.40855437,16.00000000
2.40855437,16.50000000
2.40855437,17.00000000
2.40855437,17.50000000
2.40855437,18.00000000
2.40855437,18.50000000
2.40855437,19.00000000
2.40855437,19.50000000
2.40855437,20.00000000
2.51327412,0.00000000
2.51327412,0.50000000
2.51327412,1.00000000
2.51327412,1.50000000
2.51327412,2.00000000
2.51327412,2.50000000
2.51327412,3.00000000
2.51327412,3.50000000
2.51327412,4.00000000
2.51327412,4.50000000
2.51327412,5.00000000
2.51327412,5.50000000
2.51327412,6.00000000
2.51327412,6.50000000
2.51327412,7.00000000
2.51327412,7.50000000
2.51327412,8.00000000
2.51327412,8.50000000
2.51327412,9.00000000
2.51327412,9.50000000
2.51327412,10.00000000
2.51327412,10.50000000
2.51327412,11.00000000
2.51327412,11.50000000
2.51327412,12.00000000
2.51327412,12.50000000
2.51327412,13.00000000
2.51327412,13.50000000
2.51327412,14.00000000
2.51327412,14.50000000
2.51327412,15.00000000
2.51327412,15.50000000
2.51327412,16.00000000
2.51327412,16.50000000
2.51327412,17.00000000
2.51327412,17.50000000
2.51327412,18.00000000
2.51327412,18.50000000
2.51327412,19.00000000
2.51327412,19.50000000
2.51327412,20.00000000
2.61799388,0.00000000
2.61799388,0.50000000
2.61799388,1.00000000
2.61799388,1.50000000
2.61799388,2.00000000
2.61799388,2.50000000
2.61799388,3.00000000
2.61799388,3.50000000
2.61799388,4.00000000
2.61799388,4.50000000
2.61799388,5.00000000
2.61799388,5.50000000
2.61799388,6.00000000
2.61799388,6.50000000
2.61799388,7.00000000
2.61799388,7.50000000
2.61799388,8.00000000
2.61799388,8.50000000
2.61799388,9.00000000
2.61799388,9.50000000
2.61799388,10.00000000
2.61799388,10.50000000
2.61799388,11.00000000
2.61799388,11.50000000
2.61799388,12.00000000
2.61799388,12.50000000
2.61799388,13.00000000
2.61799388,13.50000000
2.61799388,14.00000000
2.61799388,14.50000000
2.61799388,15.00000000
2.61799388,15.50000000
2.61799388,16.00000000
2.61799388,16.50000000
2.61799388,17.00000000
2.61799388,17.50000000
2.61799388,18.00000000
2.61799388,18.50000000
2.61799388,19.00000000
2.61799388,19.50000000
2.61799388,20.00000000
2.72271363,0.00000000
2.72271363,0.50000000
2.72271363,1.00000000
2.72271363,1.50000000
2.72271363,2.00000000
2.72271363,2.50000000
2.72271363,3.00000000
2.72271363,3.50000000
2.72271363,4.00000000
2.72271363,4.50000000
2.72271363,5.00000000
2.72271363,5.50000000
2.72271363,6.00000000
2.72271363,6.50000000
2.72271363,7.00000000
2.72271363,7.50000000
2.72271363,8.00000000
2.72271363,8.50000000
2.72271363,9.00000000
2.72271363,9.50000000
2.72271363,10.00000000
2.72271363,10.50000000
2.72271363,11.00000000
2.72271363,11.50000000
2.72271363,12.00000000
2.72271363,12.50000000
2.72271363,13.00000000
2.72271363,13.50000000
2.72271363,14.00000000
2.72271363,14.50000000
2.72271363,15.00000000
2.72271363,15.50000000
2.72271363,16.00000000
2.72271363,16.50000000
2.72271363,17.00000000
2.72271363,17.50000000
2.72271363,18.00000000
2.72271363,18.50000000
2.72271363,19.00000000
2.72271363,19.50000000
2.72271363,20.00000000
2.82743339,0.00000000
2.82743339,0.50000000
2.82743339,1.00000000
2.82743339,1.50000000
2.82743339,2.00000000
2.82743339,2.50000000
2.82743339,3.00000000
2.82743339,3.50000000
2.82743339,4.00000000
2.82743339,4.50000000
2.82743339,5.00000000
2.82743339,5.50000000
2.82743339,6.00000000
2.82743339,6.50000000
2.82743339,7.00000000
2.82743339,7.50000000
2.82743339,8.00000000
2.82743339,8.50000000
2.82743339,9.00000000
2.82743339,9.50000000
2.82743339,10.00000000
2.82743339,10.50000000
2.82743339,11.00000000
2.82743339,11.50000000
2.82743339,12.00000000
2.82743339,12.50000000
2.82743339,13.00000000
2.82743339,13.50000000
2.82743339,14.00000000
2.82743339,14.50000000
2.82743339,15.00000000
2.82743339,15.50000000
2.82743339,16.00000000
2.82743339,16.50000000
2.82743339,17.00000000
2.82743339,17.50000000
2.82743339,18.00000000
2.82743339,18.50000000
2.82743339,19.00000000
2.82743339,19.50000000
2.82743339,20.00000000
2.93215314,0.00000000
2.93215314,0.50000000
2.93215314,1.00000000
2.93215314,1.50000000
2.93215314,2.00000000
2.93215314,2.50000000
2.93215314,3.00000000
2.93215314,3.50000000
2.93215314,4.00000000
2.93215314,4.50000000
2.93215314,5.00000000
2.93215314,5.50000000
2.93215314,6.00000000
2.93215314,6.50000000
2.93215314,7.00000000
2.93215314,7.50000000
2.93215314,8.00000000
