# Вариант 4. Скорость 300 об/мин, задание тока 10 А, углы 10/150 эл. град, Udc 540 В, R фазы 0,6 Ом (паспорт)
# t_s,theta_mech_sensor_rad,ia_A,ib_A,ic_A,ua_V,ub_V,uc_V
0.002020,0.06346,10.931,1.972,10.509,0,-540,0
0.002040,0.06409,10.886,2.014,10.541,0,-540,0
0.002060,0.06472,10.921,2.020,10.511,0,-540,0
0.002080,0.06535,10.876,2.024,10.569,0,-540,0
0.002100,0.06597,10.894,2.016,10.404,0,-540,0
0.002120,0.06660,10.894,2.099,10.440,0,-540,0
0.002140,0.06723,10.826,2.082,10.356,0,-540,0
0.002160,0.06786,10.862,2.046,10.455,0,-540,0
0.002180,0.06849,10.879,1.963,10.434,0,-540,0
0.002200,0.06912,10.803,2.016,10.415,0,-540,0
0.002220,0.06974,10.765,2.073,10.379,0,-540,0
0.002240,0.07037,10.827,1.954,10.458,0,-540,0
0.002260,0.07100,10.727,2.094,10.413,0,-540,0
0.002280,0.07163,10.878,2.019,10.416,0,-540,0
0.002300,0.07226,10.763,1.999,10.383,0,-540,0
0.002320,0.07288,10.766,2.036,10.445,0,-540,0
0.002340,0.07351,10.721,1.957,10.377,0,-540,0
0.002360,0.07414,10.802,1.968,10.404,0,-540,0
0.002380,0.07477,10.690,1.930,10.399,0,-540,0
0.002400,0.07540,10.780,2.012,10.359,0,-540,0
0.002420,0.07603,10.676,2.004,10.255,0,-540,0
0.002440,0.07665,10.757,2.027,10.308,0,-540,0
0.002460,0.07728,10.643,2.051,10.317,0,-540,0
0.002480,0.07791,10.665,2.025,10.333,0,-540,0
0.002500,0.07854,10.684,1.998,10.286,0,-540,0
0.002520,0.07917,10.636,2.008,10.387,0,-540,0
0.002540,0.07980,10.656,2.024,10.354,0,-540,0
0.002560,0.08042,10.616,2.031,10.362,0,-540,0
0.002580,0.08105,10.655,2.005,10.234,0,-540,0
0.002600,0.08168,10.628,1.940,10.298,0,-540,0
0.002620,0.08231,10.681,1.956,10.258,0,-540,0
0.002640,0.08294,10.503,1.986,10.266,0,-540,0
0.002660,0.08357,10.472,1.993,10.306,0,-540,0
0.002680,0.08419,10.669,2.005,10.332,0,-540,0
0.002700,0.08482,10.511,1.941,10.222,0,-540,0
0.002720,0.08545,10.490,2.054,10.195,0,-540,0
0.002740,0.08608,10.532,1.947,10.247,0,-540,0
0.002760,0.08671,10.572,1.983,10.292,0,-540,0
0.002780,0.08734,10.416,2.001,10.130,0,-540,0
0.002800,0.08796,10.503,1.980,10.322,0,-540,0
0.002820,0.08859,10.431,1.980,10.245,0,-540,0
0.002840,0.08922,10.454,1.964,10.223,0,-540,0
0.002860,0.08985,10.408,2.060,10.221,0,-540,0
0.002880,0.09048,10.489,2.093,10.147,0,-540,0
0.002900,0.09111,10.480,1.942,10.168,0,-540,0
0.002920,0.09173,10.428,1.943,10.253,0,-540,0
0.002940,0.09236,10.388,1.984,10.155,0,-540,0
0.002960,0.09299,10.392,1.893,10.227,0,-540,0
0.002980,0.09362,10.439,2.084,10.160,0,-540,0
0.003000,0.09425,10.438,2.012,10.200,0,-540,0
0.003020,0.09488,10.454,2.021,10.196,0,-540,0
0.003040,0.09550,10.341,1.891,10.137,0,-540,0
0.003060,0.09613,10.293,1.932,10.101,0,-540,0
0.003080,0.09676,10.293,1.989,10.120,0,-540,0
0.003100,0.09739,10.263,1.963,10.197,0,-540,0
0.003120,0.09802,10.340,2.028,10.094,0,-540,0
0.003140,0.09865,10.310,1.977,10.131,0,-540,0
0.003160,0.09927,10.342,1.945,10.243,0,-540,0
0.003180,0.09990,10.217,2.023,10.150,0,-540,0
0.003200,0.10053,10.265,2.024,10.123,0,-540,0
0.003220,0.10116,10.361,2.034,10.075,0,-540,0
0.003240,0.10179,10.282,2.014,10.091,0,-540,0
0.003260,0.10242,10.198,1.944,10.120,0,-540,0
0.003280,0.10304,10.184,1.970,10.158,0,-540,0
0.003300,0.10367,10.213,1.970,10.174,0,-540,0
0.003320,0.10430,10.071,2.023,9.994,0,-540,0
0.003340,0.10493,10.138,1.964,10.176,0,-540,0
0.003360,0.10556,10.062,2.039,10.031,0,-540,0
0.003380,0.10619,10.084,1.965,10.125,0,-540,0
0.003400,0.10681,10.051,1.916,10.038,0,-540,0
0.003420,0.10744,10.102,2.068,10.048,0,-540,0
0.003440,0.10807,10.089,1.950,10.090,0,-540,0
0.003460,0.10870,10.051,1.998,10.069,0,-540,0
0.003480,0.10933,10.009,1.961,10.024,0,-540,0
0.003500,0.10996,10.042,1.944,9.940,0,-540,0
0.003520,0.11058,10.076,2.059,10.022,0,-540,0
0.003540,0.11121,10.130,2.016,10.039,0,-540,0
0.003560,0.11184,9.951,1.940,10.057,0,-540,0
0.003580,0.11247,10.004,1.918,10.040,0,-540,0
0.003600,0.11310,9.885,1.961,10.059,0,-540,0
0.003620,0.11373,10.026,1.966,9.999,0,-540,0
0.003640,0.11435,10.030,2.077,10.020,0,-540,0
0.003660,0.11498,9.969,1.977,9.937,0,-540,0
0.003680,0.11561,9.941,2.013,10.052,0,-540,0
0.003700,0.11624,9.868,1.980,9.964,0,-540,0
0.003720,0.11687,9.845,2.022,9.993,0,-540,0
0.003740,0.11750,9.909,1.902,9.998,0,-540,0
0.003760,0.11812,9.888,1.974,10.067,0,-540,0
0.003780,0.11875,9.859,1.946,9.913,0,-540,0
0.003800,0.11938,9.813,2.007,10.036,0,-540,0
0.003820,0.12001,9.777,1.986,10.030,0,-540,0
0.003840,0.12064,9.892,2.054,9.992,0,-540,0
0.003860,0.12127,9.799,2.022,10.013,0,-540,0
0.003880,0.12189,9.776,1.977,9.991,0,-540,0
0.003900,0.12252,9.679,2.038,9.988,0,-540,0
0.003920,0.12315,9.796,1.965,9.978,0,-540,0
0.003940,0.12378,9.646,1.984,9.920,0,-540,0
0.003960,0.12441,9.712,1.975,9.940,0,-540,0
0.003980,0.12504,9.698,2.029,9.943,0,-540,0
0.004000,0.12566,9.702,1.972,10.027,0,-540,0
0.004020,0.12629,9.700,1.965,10.083,0,-540,0
0.004040,0.12692,9.643,1.986,9.932,0,-540,0
0.004060,0.12755,9.726,2.036,9.971,0,-540,0
0.004080,0.12818,9.621,1.988,9.978,0,-540,0
0.004100,0.12881,9.626,1.992,9.852,0,-540,0
0.004120,0.12943,9.638,1.918,9.926,0,-540,0
0.004140,0.13006,9.719,1.933,9.934,0,-540,0
0.004160,0.13069,9.539,2.060,9.889,0,-540,0
0.004180,0.13132,9.574,2.028,9.691,0,-540,-540
0.004200,0.13195,9.584,2.005,9.482,0,-540,-540
0.004220,0.13258,9.473,2.035,9.314,0,-540,-540
0.004240,0.13320,9.465,2.018,9.061,0,-540,-540
0.004260,0.13383,9.490,1.981,8.879,0,-540,-540
0.004280,0.13446,9.560,1.906,8.769,0,-540,-540
0.004300,0.13509,9.452,2.066,8.423,0,-540,-540
0.004320,0.13572,9.379,1.958,8.370,0,-540,-540
0.004340,0.13635,9.379,2.022,8.220,0,-540,-540
0.004360,0.13697,9.473,2.057,8.017,0,-540,-540
0.004380,0.13760,9.524,2.014,7.830,0,-540,-540
0.004400,0.13823,9.441,2.035,7.563,0,-540,-540
0.004420,0.13886,9.309,1.970,7.416,0,-540,-540
0.004440,0.13949,9.361,1.893,7.242,0,-540,-540
0.004460,0.14012,9.293,2.048,7.139,0,-540,-540
0.004480,0.14074,9.280,2.017,6.917,0,-540,-540
0.004500,0.14137,9.264,1.984,6.790,0,-540,-540
0.004520,0.14200,9.308,2.047,6.577,0,-540,-540
0.004540,0.14263,9.344,2.039,6.367,0,-540,-540
0.004560,0.14326,9.232,2.021,6.265,0,-540,-540
0.004580,0.14388,9.778,1.963,6.117,540,-540,-540
0.004600,0.14451,10.574,2.046,6.071,540,-540,-540
0.004620,0.14514,10.962,1.870,5.851,0,-540,-540
0.004640,0.14577,10.920,2.003,5.665,0,-540,-540
0.004660,0.14640,10.961,2.022,5.562,0,-540,-540
0.004680,0.14703,10.848,1.989,5.461,0,-540,-540
0.004700,0.14765,10.975,2.008,5.257,0,-540,-540
0.004720,0.14828,10.779,2.016,5.155,0,-540,-540
0.004740,0.14891,10.804,1.998,4.915,0,-540,-540
0.004760,0.14954,10.805,2.034,4.753,0,-540,-540
0.004780,0.15017,10.744,1.975,4.692,0,-540,-540
0.004800,0.15080,10.768,1.990,4.524,0,-540,-540
0.004820,0.15142,10.751,1.966,4.484,0,-540,-540
0.004840,0.15205,10.764,2.040,4.367,0,-540,-540
0.004860,0.15268,10.819,1.933,4.133,0,-540,-540
0.004880,0.15331,10.738,2.013,4.176,0,-540,-540
0.004900,0.15394,10.717,1.989,3.900,0,-540,-540
0.004920,0.15457,10.659,2.011,3.749,0,-540,-540
0.004940,0.15519,10.687,1.876,3.707,0,-540,-540
0.004960,0.15582,10.630,1.956,3.547,0,-540,-540
0.004980,0.15645,10.647,2.050,3.520,0,-540,-540
0.005000,0.15708,10.592,1.991,3.301,0,-540,-540
0.005020,0.15771,10.641,2.016,3.221,0,-540,-540
0.005040,0.15834,10.480,2.053,2.979,0,-540,-540
0.005060,0.15896,10.530,2.081,2.933,0,-540,-540
0.005080,0.15959,10.477,2.010,2.876,0,-540,-540
0.005100,0.16022,10.503,1.939,2.681,0,-540,-540
0.005120,0.16085,10.578,1.956,2.637,0,-540,-540
0.005140,0.16148,10.445,2.059,2.576,0,-540,-540
0.005160,0.16211,10.405,1.947,2.383,0,-540,-540
0.005180,0.16273,10.412,2.007,2.285,0,-540,-540
0.005200,0.16336,10.344,1.922,2.157,0,-540,-540
0.005220,0.16399,10.364,1.973,2.001,0,-540,-540
0.005240,0.16462,10.359,2.059,1.980,0,-540,-540
0.005260,0.16525,10.307,2.045,1.932,0,-540,-540
0.005280,0.16588,10.269,1.990,1.780,0,-540,-540
0.005300,0.16650,10.211,1.938,1.566,0,-540,-540
0.005320,0.16713,10.153,1.999,1.554,0,-540,-540
0.005340,0.16776,10.155,1.962,1.449,0,-540,-540
0.005360,0.16839,10.287,1.998,1.361,0,-540,-540
0.005380,0.16902,10.224,1.936,1.222,0,-540,-540
0.005400,0.16965,10.163,1.991,1.120,0,-540,-540
0.005420,0.17027,10.149,2.025,1.101,0,-540,-540
0.005440,0.17090,10.152,1.993,0.871,0,-540,-540
0.005460,0.17153,10.132,2.001,0.780,0,-540,-540
0.005480,0.17216,10.097,1.971,0.681,0,-540,-540
0.005500,0.17279,10.052,2.006,0.624,0,-540,-540
0.005520,0.17342,9.932,1.951,0.617,0,-540,-540
0.005540,0.17404,10.053,1.908,0.434,0,-540,-540
0.005560,0.17467,9.964,2.003,0.363,0,-540,-540
0.005580,0.17530,9.990,2.010,0.258,0,-540,0
0.005600,0.17593,9.909,1.971,0.356,0,-540,0
0.005620,0.17656,9.941,1.917,0.258,0,-540,0
0.005640,0.17719,9.967,1.984,0.228,0,-540,0
0.005660,0.17781,9.808,1.974,0.250,0,-540,0
0.005680,0.17844,9.706,1.900,0.269,0,-540,0
0.005700,0.17907,9.842,2.081,0.169,0,-540,0
0.005720,0.17970,9.775,2.047,0.159,0,-540,0
0.005740,0.18033,9.856,1.980,0.252,0,-540,0
0.005760,0.18096,9.710,2.051,0.176,0,-540,0
0.005780,0.18158,9.630,2.048,0.131,0,-540,0
0.005800,0.18221,9.762,1.915,0.226,0,-540,0
0.005820,0.18284,9.620,1.908,0.180,0,-540,0
0.005840,0.18347,9.664,2.012,0.145,0,-540,0
0.005860,0.18410,9.561,1.986,0.001,0,-540,0
0.005880,0.18473,9.586,1.963,0.151,0,-540,0
0.005900,0.18535,9.482,2.043,0.219,0,-540,0
0.005920,0.18598,9.561,1.936,0.169,0,-540,0
0.005940,0.18661,9.593,1.913,0.121,0,-540,0
0.005960,0.18724,9.383,1.893,0.161,0,-540,0
0.005980,0.18787,9.445,2.028,0.193,0,-540,0
0.006000,0.18850,9.324,1.954,0.236,0,-540,0
0.006020,0.18912,9.359,2.022,0.173,0,-540,0
0.006040,0.18975,9.342,1.973,0.211,0,-540,0
0.006060,0.19038,9.373,1.983,0.128,0,-540,0
0.006080,0.19101,9.287,1.999,0.217,0,-540,0
0.006100,0.19164,9.389,2.091,0.163,0,-540,0
0.006120,0.19227,9.679,1.963,0.164,540,-540,0
0.006140,0.19289,10.425,1.928,0.076,540,-540,0
0.006160,0.19352,10.808,2.009,0.154,0,-540,0
0.006180,0.19415,10.861,1.958,0.137,0,-540,0
0.006200,0.19478,10.805,2.039,0.204,0,-540,0
0.006220,0.19541,10.737,1.974,0.133,0,-540,0
0.006240,0.19604,10.689,2.032,0.027,0,-540,0
0.006260,0.19666,10.730,1.956,0.236,0,-540,0
0.006280,0.19729,10.658,1.962,0.109,0,-540,0
0.006300,0.19792,10.660,1.929,0.206,0,-540,0
0.006320,0.19855,10.620,1.972,0.184,0,-540,0
0.006340,0.19918,10.634,2.030,0.196,0,-540,0
0.006360,0.19981,10.487,2.027,0.107,0,-540,0
0.006380,0.20043,10.542,2.045,0.119,0,-540,0
0.006400,0.20106,10.428,1.993,0.222,0,-540,0
0.006420,0.20169,10.509,2.031,0.136,0,-540,0
0.006440,0.20232,10.484,2.108,0.236,0,-540,0
0.006460,0.20295,10.324,2.004,0.194,0,-540,0
0.006480,0.20358,10.276,2.068,0.135,0,-540,0
0.006500,0.20420,10.266,1.971,0.101,0,-540,0
0.006520,0.20483,10.326,2.034,0.171,0,-540,0
0.006540,0.20546,10.243,1.943,0.187,0,-540,0
0.006560,0.20609,10.268,2.041,0.157,0,-540,0
0.006580,0.20672,10.204,1.947,0.122,0,-540,0
0.006600,0.20735,10.117,2.038,0.201,0,-540,0
0.006620,0.20797,10.131,1.982,0.098,0,-540,0
0.006640,0.20860,10.033,2.008,0.089,0,-540,0
0.006660,0.20923,10.134,1.966,0.166,0,-540,0
0.006680,0.20986,10.004,2.059,0.163,0,-540,0
0.006700,0.21049,9.940,1.929,0.266,0,-540,0
0.006720,0.21112,9.853,1.935,0.088,0,-540,0
0.006740,0.21174,9.939,1.985,0.147,0,-540,0
0.006760,0.21237,9.960,2.014,0.161,0,-540,0
0.006780,0.21300,9.871,1.998,0.201,0,-540,0
0.006800,0.21363,9.755,2.054,0.175,0,-540,0
0.006820,0.21426,9.742,1.996,0.153,0,-540,0
0.006840,0.21488,9.733,1.902,0.203,0,-540,0
0.006860,0.21551,9.639,2.066,0.157,0,-540,0
0.006880,0.21614,9.674,2.007,0.130,0,-540,0
0.006900,0.21677,9.682,1.920,0.125,0,-540,0
0.006920,0.21740,9.595,1.996,0.175,0,-540,0
0.006940,0.21803,9.501,2.009,0.219,0,-540,0
0.006960,0.21865,9.603,2.020,0.083,0,-540,0
0.006980,0.21928,9.456,2.079,0.095,0,-540,0
0.007000,0.21991,9.380,2.020,0.195,0,-540,0
0.007020,0.22054,9.458,2.076,0.083,0,-540,0
0.007040,0.22117,9.363,2.001,0.109,0,-540,0
0.007060,0.22180,9.304,1.906,0.063,0,-540,0
0.007080,0.22242,9.302,2.009,0.166,0,-540,0
0.007100,0.22305,9.209,2.072,0.212,0,-540,0
0.007120,0.22368,9.221,1.982,0.058,0,-540,0
0.007140,0.22431,9.850,1.998,0.127,540,-540,0
0.007160,0.22494,10.663,1.947,0.153,540,-540,0
0.007180,0.22557,10.996,1.963,0.258,0,-540,0
0.007200,0.22619,11.013,2.045,0.200,0,-540,0
0.007220,0.22682,10.926,2.059,0.224,0,-540,0
0.007240,0.22745,10.951,2.059,0.069,0,-540,0
0.007260,0.22808,10.749,2.044,0.120,0,-540,0
0.007280,0.22871,10.776,2.110,0.123,0,-540,0
0.007300,0.22934,10.737,1.977,0.143,0,-540,0
0.007320,0.22996,10.741,2.061,0.208,0,-540,0
0.007340,0.23059,10.671,2.036,0.231,0,-540,0
0.007360,0.23122,10.698,2.029,0.139,0,-540,0
0.007380,0.23185,10.573,2.043,0.175,0,-540,0
0.007400,0.23248,10.534,2.028,0.144,0,-540,0
0.007420,0.23311,10.508,2.055,0.139,0,-540,0
0.007440,0.23373,10.460,1.975,0.235,0,-540,0
0.007460,0.23436,10.371,1.995,0.211,0,-540,0
0.007480,0.23499,10.287,1.990,0.073,0,-540,0
0.007500,0.23562,10.337,1.930,0.132,0,-540,0
0.007520,0.23625,10.251,2.059,0.079,0,-540,0
0.007540,0.23688,10.279,1.980,0.147,0,-540,0
0.007560,0.23750,10.133,2.039,0.146,0,-540,0
0.007580,0.23813,10.166,1.916,0.173,0,-540,0
0.007600,0.23876,10.057,1.996,0.190,0,-540,0
0.007620,0.23939,10.054,1.981,0.127,0,-540,0
0.007640,0.24002,10.039,1.949,0.144,0,-540,0
0.007660,0.24065,9.915,1.990,0.149,0,-540,0
0.007680,0.24127,9.959,2.007,0.159,0,-540,0
0.007700,0.24190,9.932,1.960,0.182,0,-540,0
0.007720,0.24253,9.834,1.962,0.129,0,-540,0
0.007740,0.24316,9.769,2.115,0.135,0,-540,0
0.007760,0.24379,9.768,1.962,0.146,0,-540,0
0.007780,0.24442,9.693,1.987,0.200,0,-540,0
0.007800,0.24504,9.649,1.963,0.185,0,-540,0
0.007820,0.24567,9.645,2.038,0.180,0,-540,0
0.007840,0.24630,9.608,2.000,0.148,0,-540,0
0.007860,0.24693,9.557,2.000,0.090,0,-540,0
0.007880,0.24756,9.446,1.913,0.140,0,-540,0
0.007900,0.24819,9.514,2.069,0.197,0,-540,0
0.007920,0.24881,9.319,2.022,0.072,0,-540,0
0.007940,0.24944,9.367,1.956,0.248,0,-540,0
0.007960,0.25007,9.346,1.967,0.201,0,-540,0
0.007980,0.25070,9.254,2.091,0.174,0,-540,0
0.008000,0.25133,9.608,1.962,0.168,540,-540,0
0.008020,0.25196,10.193,1.911,0.229,540,-540,0
0.008040,0.25258,10.889,1.948,0.112,540,-540,0
0.008060,0.25321,10.838,1.993,0.158,0,-540,0
0.008080,0.25384,10.757,2.009,0.195,0,-540,0
0.008100,0.25447,10.808,1.978,0.154,0,-540,0
0.008120,0.25510,10.616,2.052,0.168,0,-540,0
0.008140,0.25573,10.602,1.919,0.210,0,-540,0
0.008160,0.25635,10.577,1.953,0.182,0,-540,0
0.008180,0.25698,10.499,1.991,0.158,0,-540,0
0.008200,0.25761,10.412,1.961,0.135,0,-540,0
0.008220,0.25824,10.378,2.019,0.110,0,-540,0
0.008240,0.25887,10.283,2.010,0.188,0,-540,0
0.008260,0.25950,10.362,1.992,0.209,0,-540,0
0.008280,0.26012,10.257,1.972,0.084,0,-540,0
0.008300,0.26075,10.165,1.954,0.215,0,-540,0
0.008320,0.26138,10.086,2.012,0.152,0,-540,0
0.008340,0.26201,10.040,1.959,0.104,0,-540,0
0.008360,0.26264,10.048,2.018,0.169,0,-540,0
0.008380,0.26327,9.982,1.983,0.195,0,-540,0
0.008400,0.26389,9.904,1.975,0.201,0,-540,0
0.008420,0.26452,9.874,1.984,0.159,0,-540,0
0.008440,0.26515,9.796,1.937,0.223,0,-540,0
0.008460,0.26578,9.676,1.995,0.155,0,-540,0
0.008480,0.26641,9.656,2.014,0.235,0,-540,0
0.008500,0.26704,9.609,2.023,0.131,0,-540,0
0.008520,0.26766,9.539,1.990,0.206,0,-540,0
0.008540,0.26829,9.586,2.031,0.159,0,-540,0
0.008560,0.26892,9.610,1.994,0.131,0,-540,0
0.008580,0.26955,9.423,1.972,0.065,0,-540,0
0.008600,0.27018,9.351,2.002,0.249,0,-540,0
0.008620,0.27081,9.262,1.981,0.157,0,-540,0
0.008640,0.27143,9.286,2.019,0.087,0,-540,0
0.008660,0.27206,9.238,2.085,0.168,0,-540,0
0.008680,0.27269,9.267,2.063,0.189,0,-540,0
0.008700,0.27332,9.374,1.952,0.208,540,-540,0
0.008720,0.27395,9.975,2.004,0.094,540,-540,0
0.008740,0.27458,10.555,1.978,0.073,540,-540,0
0.008760,0.27520,10.918,2.031,0.186,0,-540,0
0.008780,0.27583,10.762,2.007,0.191,0,-540,0
0.008800,0.27646,10.771,1.965,0.145,0,-540,0
0.008820,0.27709,10.709,2.008,0.207,0,-540,0
0.008840,0.27772,10.675,2.012,0.124,0,-540,0
0.008860,0.27835,10.574,2.094,0.116,0,-540,0
0.008880,0.27897,10.593,1.970,0.174,0,-540,0
0.008900,0.27960,10.441,1.989,0.198,0,-540,0
0.008920,0.28023,10.345,1.998,0.245,0,-540,0
0.008940,0.28086,10.330,2.025,0.171,0,-540,0
0.008960,0.28149,10.258,1.946,0.191,0,-540,0
0.008980,0.28212,10.190,2.003,0.091,0,-540,0
0.009000,0.28274,10.198,2.017,0.190,0,-540,0
0.009020,0.28337,10.081,1.908,0.123,0,-540,0
0.009040,0.28400,10.117,1.989,0.132,0,-540,0
0.009060,0.28463,10.039,2.057,0.102,0,-540,0
0.009080,0.28526,9.905,2.124,0.118,0,-540,0
0.009100,0.28588,9.879,1.945,0.269,0,-540,0
0.009120,0.28651,9.803,1.985,0.038,0,-540,0
0.009140,0.28714,9.734,2.000,0.150,0,-540,0
0.009160,0.28777,9.668,2.033,0.069,0,-540,0
0.009180,0.28840,9.725,2.049,0.196,0,-540,0
0.009200,0.28903,9.496,1.927,0.144,0,-540,0
0.009220,0.28965,9.476,2.082,0.163,0,-540,0
0.009240,0.29028,9.509,2.002,0.113,0,-540,0
0.009260,0.29091,9.556,2.008,0.224,0,-540,0
0.009280,0.29154,9.352,1.958,0.085,0,-540,0
0.009300,0.29217,9.255,1.946,0.046,0,-540,0
0.009320,0.29280,9.468,1.986,0.157,540,-540,0
0.009340,0.29342,10.001,2.076,0.091,540,-540,0
0.009360,0.29405,10.519,1.985,0.209,540,-540,0
0.009380,0.29468,10.762,1.967,0.098,0,-540,0
