# Вариант 2. Скорость 450 об/мин, задание тока 15 А, углы 10/150 эл. град, Udc 540 В, R фазы 0,6 Ом (паспорт)
# t_s,theta_mech_sensor_rad,ia_A,ib_A,ic_A,ua_V,ub_V,uc_V
0.001980,0.09331,15.441,0.040,15.852,0,0,0
0.002000,0.09425,15.485,-0.008,15.860,0,0,0
0.002020,0.09519,15.352,-0.087,15.833,0,0,0
0.002040,0.09613,15.320,-0.001,15.913,0,0,0
0.002060,0.09708,15.400,-0.037,15.833,0,0,0
0.002080,0.09802,15.374,-0.027,15.799,0,0,0
0.002100,0.09896,15.303,0.042,15.736,0,0,0
0.002120,0.09990,15.342,-0.047,15.697,0,0,0
0.002140,0.10085,15.276,0.028,15.757,0,0,0
0.002160,0.10179,15.231,0.005,15.750,0,0,0
0.002180,0.10273,15.246,-0.047,15.742,0,0,0
0.002200,0.10367,15.291,0.069,15.745,0,0,0
0.002220,0.10462,15.173,0.012,15.654,0,0,0
0.002240,0.10556,15.188,0.006,15.730,0,0,0
0.002260,0.10650,15.139,0.011,15.674,0,0,0
0.002280,0.10744,15.071,-0.049,15.690,0,0,0
0.002300,0.10838,15.173,-0.044,15.665,0,0,0
0.002320,0.10933,15.007,-0.076,15.630,0,0,0
0.002340,0.11027,15.046,0.001,15.664,0,0,0
0.002360,0.11121,14.997,0.036,15.544,0,0,0
0.002380,0.11215,14.989,-0.064,15.603,0,0,0
0.002400,0.11310,15.061,-0.065,15.553,0,0,0
0.002420,0.11404,14.844,0.044,15.507,0,0,0
0.002440,0.11498,14.991,0.079,15.590,0,0,0
0.002460,0.11592,14.884,-0.042,15.492,0,0,0
0.002480,0.11687,14.886,0.020,15.515,0,0,0
0.002500,0.11781,14.918,-0.016,15.588,0,0,0
0.002520,0.11875,14.847,-0.018,15.514,0,0,0
0.002540,0.11969,14.889,-0.032,15.478,0,0,0
0.002560,0.12064,14.864,0.035,15.451,0,0,0
0.002580,0.12158,14.778,-0.030,15.403,0,0,0
0.002600,0.12252,14.776,0.011,15.498,0,0,0
0.002620,0.12346,14.791,0.004,15.458,0,0,0
0.002640,0.12441,14.764,0.057,15.450,0,0,0
0.002660,0.12535,14.719,-0.051,15.478,0,0,0
0.002680,0.12629,14.718,0.022,15.471,0,0,0
0.002700,0.12723,14.584,-0.000,15.502,0,0,0
0.002720,0.12818,14.669,0.052,15.511,0,0,0
0.002740,0.12912,14.592,0.064,15.327,0,0,0
0.002760,0.13006,14.608,-0.007,15.378,0,0,0
0.002780,0.13100,14.512,-0.033,15.273,0,0,-540
0.002800,0.13195,14.571,-0.015,14.930,0,0,-540
0.002820,0.13289,14.500,-0.032,14.642,0,0,-540
0.002840,0.13383,14.441,-0.055,14.322,0,0,-540
0.002860,0.13477,14.475,-0.041,14.064,0,0,-540
0.002880,0.13572,14.422,-0.033,13.846,0,0,-540
0.002900,0.13666,14.401,-0.056,13.469,0,0,-540
0.002920,0.13760,14.383,-0.055,13.271,0,0,-540
0.002940,0.13854,14.374,0.007,12.896,0,0,-540
0.002960,0.13949,14.270,0.006,12.694,0,0,-540
0.002980,0.14043,14.280,-0.024,12.373,0,0,-540
0.003000,0.14137,14.244,-0.040,12.283,0,0,-540
0.003020,0.14231,14.291,-0.010,11.887,0,0,-540
0.003040,0.14326,15.094,0.008,11.690,540,0,-540
0.003060,0.14420,16.012,0.066,11.545,540,0,-540
0.003080,0.14514,15.946,0.064,11.251,0,0,-540
0.003100,0.14608,15.931,0.021,11.078,0,0,-540
0.003120,0.14703,15.755,0.040,10.731,0,0,-540
0.003140,0.14797,15.808,0.025,10.592,0,0,-540
0.003160,0.14891,15.790,0.026,10.287,0,0,-540
0.003180,0.14985,15.718,-0.058,10.149,0,0,-540
0.003200,0.15080,15.747,0.021,9.914,0,0,-540
0.003220,0.15174,15.587,0.029,9.723,0,0,-540
0.003240,0.15268,15.710,0.030,9.520,0,0,-540
0.003260,0.15362,15.567,0.019,9.291,0,0,-540
0.003280,0.15457,15.598,-0.073,9.130,0,0,-540
0.003300,0.15551,15.515,0.063,8.896,0,0,-540
0.003320,0.15645,15.506,-0.035,8.834,0,0,-540
0.003340,0.15739,15.472,0.026,8.500,0,0,-540
0.003360,0.15834,15.477,0.001,8.363,0,0,-540
0.003380,0.15928,15.425,-0.020,8.110,0,0,-540
0.003400,0.16022,15.330,-0.016,8.013,0,0,-540
0.003420,0.16116,15.328,-0.011,7.748,0,0,-540
0.003440,0.16211,15.303,-0.001,7.658,0,0,-540
0.003460,0.16305,15.308,0.054,7.522,0,0,-540
0.003480,0.16399,15.222,-0.016,7.317,0,0,-540
0.003500,0.16493,15.163,-0.018,7.214,0,0,-540
0.003520,0.16588,15.146,0.091,6.964,0,0,-540
0.003540,0.16682,15.118,0.003,6.803,0,0,-540
0.003560,0.16776,15.148,0.027,6.687,0,0,-540
0.003580,0.16870,15.064,-0.049,6.456,0,0,-540
0.003600,0.16965,15.009,-0.070,6.361,0,0,-540
0.003620,0.17059,15.025,-0.040,6.111,0,0,-540
0.003640,0.17153,14.940,0.014,6.068,0,0,-540
0.003660,0.17247,14.823,-0.012,5.858,0,0,-540
0.003680,0.17342,14.820,-0.107,5.856,0,0,-540
0.003700,0.17436,14.731,-0.038,5.647,0,0,-540
0.003720,0.17530,14.878,-0.043,5.449,0,0,-540
0.003740,0.17624,14.704,-0.014,5.309,0,0,-540
0.003760,0.17719,14.655,-0.036,5.037,0,0,-540
0.003780,0.17813,14.605,0.022,4.941,0,0,-540
0.003800,0.17907,14.661,-0.017,4.836,0,0,-540
0.003820,0.18001,14.542,-0.018,4.820,0,0,-540
0.003840,0.18096,14.549,0.059,4.659,0,0,-540
0.003860,0.18190,14.477,0.038,4.364,0,0,-540
0.003880,0.18284,14.523,-0.015,4.331,0,0,-540
0.003900,0.18378,14.438,0.040,4.275,0,0,-540
0.003920,0.18473,14.339,-0.037,4.002,0,0,-540
0.003940,0.18567,14.298,-0.039,3.910,0,0,-540
0.003960,0.18661,14.297,-0.015,3.801,0,0,-540
0.003980,0.18755,14.639,-0.070,3.669,540,0,-540
0.004000,0.18850,15.387,0.044,3.497,540,0,-540
0.004020,0.18944,15.927,0.028,3.484,0,0,-540
0.004040,0.19038,15.704,0.029,3.293,0,0,-540
0.004060,0.19132,15.650,0.084,3.121,0,0,-540
0.004080,0.19227,15.672,-0.095,3.073,0,0,-540
0.004100,0.19321,15.573,0.005,2.955,0,0,-540
0.004120,0.19415,15.447,-0.024,2.732,0,0,-540
0.004140,0.19509,15.421,0.032,2.755,0,0,-540
0.004160,0.19604,15.395,0.026,2.612,0,0,-540
0.004180,0.19698,15.357,-0.004,2.549,0,0,-540
0.004200,0.19792,15.328,-0.057,2.460,0,0,-540
0.004220,0.19886,15.302,-0.106,2.310,0,0,-540
0.004240,0.19981,15.210,-0.046,2.157,0,0,-540
0.004260,0.20075,15.139,0.034,2.096,0,0,-540
0.004280,0.20169,15.074,0.108,1.931,0,0,-540
0.004300,0.20263,14.990,0.032,1.833,0,0,-540
0.004320,0.20358,15.098,0.030,1.742,0,0,-540
0.004340,0.20452,14.875,0.027,1.640,0,0,-540
0.004360,0.20546,14.838,0.026,1.469,0,0,-540
0.004380,0.20640,14.814,0.024,1.523,0,0,-540
0.004400,0.20735,14.745,0.000,1.310,0,0,-540
0.004420,0.20829,14.668,-0.003,1.221,0,0,-540
0.004440,0.20923,14.616,-0.008,1.097,0,0,-540
0.004460,0.21017,14.574,0.077,0.989,0,0,-540
0.004480,0.21112,14.579,-0.031,0.875,0,0,-540
0.004500,0.21206,14.430,-0.087,0.781,0,0,-540
0.004520,0.21300,14.380,0.030,0.687,0,0,-540
0.004540,0.21394,14.288,0.005,0.662,0,0,-540
0.004560,0.21488,14.278,-0.013,0.488,0,0,-540
0.004580,0.21583,14.633,0.017,0.532,540,0,-540
0.004600,0.21677,15.297,0.013,0.367,540,0,-540
0.004620,0.21771,16.212,0.044,0.343,540,0,0
0.004640,0.21865,15.984,0.016,0.136,0,0,-540
0.004660,0.21960,15.984,-0.021,0.284,0,0,0
0.004680,0.22054,15.857,-0.014,0.296,0,0,0
0.004700,0.22148,15.698,-0.038,0.307,0,0,0
0.004720,0.22242,15.772,0.041,0.310,0,0,0
0.004740,0.22337,15.635,-0.019,0.160,0,0,-540
0.004760,0.22431,15.670,0.046,0.255,0,0,0
0.004780,0.22525,15.566,0.044,0.243,0,0,0
0.004800,0.22619,15.450,-0.018,0.178,0,0,0
0.004820,0.22714,15.453,0.117,0.265,0,0,0
0.004840,0.22808,15.270,0.035,0.244,0,0,0
0.004860,0.22902,15.303,-0.075,0.242,0,0,0
0.004880,0.22996,15.133,0.155,0.142,0,0,0
0.004900,0.23091,15.118,0.033,0.184,0,0,0
0.004920,0.23185,15.070,0.053,0.180,0,0,0
0.004940,0.23279,14.845,-0.041,0.105,0,0,0
0.004960,0.23373,14.829,-0.033,0.190,0,0,0
0.004980,0.23468,14.815,0.056,0.300,0,0,0
0.005000,0.23562,14.661,0.025,0.182,0,0,0
0.005020,0.23656,14.566,-0.023,0.229,0,0,0
0.005040,0.23750,14.497,-0.018,0.338,0,0,0
0.005060,0.23845,14.467,0.004,0.231,0,0,0
0.005080,0.23939,14.336,0.019,0.294,0,0,0
0.005100,0.24033,14.339,0.001,0.124,0,0,0
0.005120,0.24127,14.999,0.064,0.222,540,0,0
0.005140,0.24222,15.632,0.023,0.289,540,0,0
0.005160,0.24316,15.969,0.022,0.187,0,0,0
0.005180,0.24410,15.779,0.037,0.210,0,0,0
0.005200,0.24504,15.689,0.062,0.188,0,0,0
0.005220,0.24599,15.695,-0.064,0.186,0,0,0
0.005240,0.24693,15.571,-0.069,0.173,0,0,0
0.005260,0.24787,15.457,0.003,0.107,0,0,0
0.005280,0.24881,15.421,-0.046,0.113,0,0,0
0.005300,0.24976,15.239,0.005,0.159,0,0,0
0.005320,0.25070,15.300,-0.024,0.137,0,0,0
0.005340,0.25164,15.052,0.020,0.109,0,0,0
0.005360,0.25258,14.930,0.017,0.062,0,0,0
0.005380,0.25353,14.883,0.042,0.228,0,0,0
0.005400,0.25447,14.819,0.033,0.132,0,0,0
0.005420,0.25541,14.744,-0.018,0.167,0,0,0
0.005440,0.25635,14.617,0.011,0.186,0,0,0
0.005460,0.25730,14.460,0.085,0.129,0,0,0
0.005480,0.25824,14.371,0.015,0.184,0,0,0
0.005500,0.25918,14.343,0.027,0.223,0,0,0
0.005520,0.26012,14.235,0.064,0.164,0,0,0
0.005540,0.26107,14.440,-0.072,0.183,540,0,0
0.005560,0.26201,15.142,-0.003,0.184,540,0,0
0.005580,0.26295,15.722,0.031,0.146,540,0,0
0.005600,0.26389,16.123,-0.040,0.219,0,0,0
0.005620,0.26484,15.933,0.005,0.134,0,0,0
0.005640,0.26578,15.867,-0.023,0.133,0,0,0
0.005660,0.26672,15.722,0.092,0.117,0,0,0
0.005680,0.26766,15.624,-0.031,0.208,0,0,0
0.005700,0.26861,15.445,0.071,0.088,0,0,0
0.005720,0.26955,15.405,0.011,0.163,0,0,0
0.005740,0.27049,15.210,-0.010,0.298,0,0,0
0.005760,0.27143,15.122,-0.034,0.189,0,0,0
0.005780,0.27238,15.020,0.018,0.146,0,0,0
0.005800,0.27332,14.952,-0.006,0.129,0,0,0
0.005820,0.27426,14.848,-0.011,0.179,0,0,0
0.005840,0.27520,14.769,0.085,0.156,0,0,0
0.005860,0.27615,14.516,-0.005,0.100,0,0,0
0.005880,0.27709,14.457,0.088,0.169,0,0,0
0.005900,0.27803,14.339,-0.026,0.202,0,0,0
0.005920,0.27897,14.197,0.005,0.175,0,0,0
0.005940,0.27992,14.509,-0.057,0.150,540,0,0
0.005960,0.28086,15.000,-0.023,0.249,540,0,0
0.005980,0.28180,15.800,-0.134,0.105,540,0,0
0.006000,0.28274,15.837,-0.032,0.138,0,0,0
0.006020,0.28369,15.798,0.074,0.202,0,0,0
0.006040,0.28463,15.639,-0.052,0.235,0,0,0
0.006060,0.28557,15.419,-0.020,0.227,0,0,0
0.006080,0.28651,15.390,-0.017,0.186,0,0,0
0.006100,0.28746,15.157,0.013,0.111,0,0,0
0.006120,0.28840,15.162,-0.038,0.168,0,0,0
0.006140,0.28934,14.928,-0.077,0.169,0,0,0
0.006160,0.29028,14.881,-0.002,0.181,0,0,0
0.006180,0.29123,14.717,-0.024,0.186,0,0,0
0.006200,0.29217,14.534,0.013,0.134,0,0,0
0.006220,0.29311,14.466,-0.023,0.201,0,0,-540
0.006240,0.29405,14.312,0.007,0.122,0,0,0
0.006260,0.29500,14.155,-0.008,0.231,0,0,0
0.006280,0.29594,14.094,-0.049,0.129,0,0,0
0.006300,0.29688,14.609,0.008,0.121,540,0,0
0.006320,0.29782,15.180,-0.079,0.214,540,0,0
0.006340,0.29877,15.653,-0.013,0.192,540,0,0
0.006360,0.29971,15.845,-0.064,0.102,0,0,0
0.006380,0.30065,15.768,-0.003,0.118,0,0,0
0.006400,0.30159,15.589,-0.017,0.082,0,0,0
0.006420,0.30254,15.455,-0.037,0.006,0,0,0
0.006440,0.30348,15.371,0.062,0.178,0,0,0
0.006460,0.30442,15.221,0.028,0.201,0,0,0
0.006480,0.30536,15.063,-0.100,0.120,0,0,0
0.006500,0.30631,14.898,-0.020,0.205,0,0,0
0.006520,0.30725,14.845,0.008,0.115,0,0,0
0.006540,0.30819,14.700,-0.012,0.130,0,0,0
0.006560,0.30913,14.589,0.007,0.083,0,0,0
0.006580,0.31008,14.399,-0.017,0.227,0,0,0
0.006600,0.31102,14.294,0.053,0.084,0,0,0
0.006620,0.31196,14.388,0.043,0.153,540,0,0
0.006640,0.31290,14.879,-0.020,0.169,540,0,0
0.006660,0.31385,15.328,0.006,0.063,540,0,0
0.006680,0.31479,15.832,-0.063,0.124,540,0,0
0.006700,0.31573,15.759,-0.044,0.196,0,0,0
0.006720,0.31667,15.524,-0.026,0.196,0,0,0
0.006740,0.31762,15.403,-0.024,0.094,0,0,0
0.006760,0.31856,15.263,-0.086,0.023,0,0,0
0.006780,0.31950,15.087,-0.022,0.071,0,0,0
0.006800,0.32044,14.938,-0.042,0.065,0,0,0
0.006820,0.32138,14.877,0.045,0.084,0,0,0
0.006840,0.32233,14.668,0.041,0.097,0,0,0
0.006860,0.32327,14.526,0.081,0.072,0,0,0
0.006880,0.32421,14.400,0.046,-0.017,0,0,0
0.006900,0.32515,14.288,0.024,0.136,0,0,0
0.006920,0.32610,14.293,0.018,0.198,540,0,0
0.006940,0.32704,14.843,0.043,0.159,540,0,0
0.006960,0.32798,15.308,0.001,0.175,540,0,0
0.006980,0.32892,15.720,0.050,0.093,540,0,0
0.007000,0.32987,15.864,-0.030,0.084,0,0,0
0.007020,0.33081,15.767,-0.000,0.120,0,0,0
0.007040,0.33175,15.541,-0.090,0.167,0,0,0
0.007060,0.33269,15.454,-0.033,0.148,0,0,0
0.007080,0.33364,15.227,-0.054,0.081,0,0,0
0.007100,0.33458,15.095,0.033,0.120,0,0,0
0.007120,0.33552,14.914,0.135,0.215,0,0,0
0.007140,0.33646,14.821,-0.011,0.125,0,0,0
0.007160,0.33741,14.699,-0.050,0.058,0,0,0
0.007180,0.33835,14.655,0.046,0.166,0,0,0
0.007200,0.33929,14.434,-0.071,0.092,0,0,0
0.007220,0.34023,14.285,0.031,0.089,0,0,0
0.007240,0.34118,14.380,-0.062,0.216,540,0,0
0.007260,0.34212,14.756,-0.052,0.025,540,0,0
0.007280,0.34306,15.128,0.042,0.115,540,0,0
0.007300,0.34400,15.513,0.059,0.095,540,0,0
0.007320,0.34495,15.717,-0.054,0.098,0,0,0
0.007340,0.34589,15.506,-0.018,0.083,0,0,0
0.007360,0.34683,15.345,0.048,0.155,0,0,0
0.007380,0.34777,15.154,0.023,0.120,0,0,0
0.007400,0.34872,15.110,0.018,0.073,0,0,0
0.007420,0.34966,14.899,0.034,0.133,0,0,0
0.007440,0.35060,14.745,0.094,0.162,0,0,0
0.007460,0.35154,14.673,-0.049,0.114,0,0,0
0.007480,0.35249,14.397,0.044,0.217,0,0,0
0.007500,0.35343,14.338,-0.085,0.082,0,0,0
0.007520,0.35437,14.447,-0.053,0.139,540,0,0
0.007540,0.35531,14.716,0.082,0.074,540,0,0
0.007560,0.35626,15.191,0.066,0.081,540,0,0
0.007580,0.35720,15.561,-0.060,0.109,540,0,0
0.007600,0.35814,15.884,-0.076,0.140,540,0,0
0.007620,0.35908,15.718,0.041,0.050,0,0,0
0.007640,0.36003,15.603,0.074,0.133,0,0,0
0.007660,0.36097,15.386,-0.015,0.126,0,0,0
0.007680,0.36191,15.320,0.036,0.067,0,0,0
0.007700,0.36285,15.013,0.025,0.147,0,0,0
0.007720,0.36380,15.008,0.054,0.140,0,0,0
0.007740,0.36474,14.820,0.018,0.131,0,0,0
0.007760,0.36568,14.594,0.068,0.201,0,0,0
0.007780,0.36662,14.523,-0.086,0.179,0,0,0
0.007800,0.36757,14.487,0.050,0.041,0,0,0
0.007820,0.36851,14.306,0.004,0.122,0,0,0
0.007840,0.36945,14.397,0.038,0.091,540,0,0
0.007860,0.37039,14.662,0.053,-0.011,540,0,0
0.007880,0.37134,15.003,0.039,0.086,540,0,0
0.007900,0.37228,15.290,0.029,0.138,540,0,0
0.007920,0.37322,15.713,0.018,0.081,540,0,0
0.007940,0.37416,15.824,0.017,0.105,0,0,0
0.007960,0.37511,15.501,0.022,0.136,0,0,0
0.007980,0.37605,15.394,0.009,0.152,0,0,0
0.008000,0.37699,15.326,0.064,0.081,0,0,0
0.008020,0.37793,15.085,-0.047,0.035,0,0,0
0.008040,0.37888,15.011,0.046,0.067,0,0,0
0.008060,0.37982,15.011,0.024,0.136,0,0,0
0.008080,0.38076,14.821,0.006,0.193,0,0,0
0.008100,0.38170,14.656,-0.001,0.142,0,0,0
0.008120,0.38265,14.529,-0.021,0.087,0,0,0
0.008140,0.38359,14.342,-0.026,0.130,0,0,0
0.008160,0.38453,14.152,-0.046,0.213,0,0,0
0.008180,0.38547,14.506,0.029,0.162,540,0,0
0.008200,0.38642,14.701,-0.030,0.109,540,0,0
0.008220,0.38736,15.159,0.008,0.115,540,0,0
0.008240,0.38830,15.436,0.022,0.133,540,0,0
0.008260,0.38924,15.746,0.058,0.179,540,0,0
0.008280,0.39019,15.860,-0.012,0.069,0,0,0
0.008300,0.39113,15.729,-0.032,0.140,0,0,0
0.008320,0.39207,15.594,-0.070,0.049,0,0,0
0.008340,0.39301,15.434,0.065,0.209,0,0,0
0.008360,0.39396,15.314,-0.027,0.132,0,0,0
0.008380,0.39490,15.108,-0.025,0.094,0,0,0
0.008400,0.39584,15.070,0.028,0.161,0,0,0
0.008420,0.39678,14.837,0.075,0.110,0,0,0
0.008440,0.39773,14.702,-0.034,0.184,0,0,0
0.008460,0.39867,14.616,0.014,0.113,0,0,0
0.008480,0.39961,14.462,-0.050,0.108,0,0,0
0.008500,0.40055,14.287,-0.004,0.169,0,0,0
0.008520,0.40150,14.424,-0.064,0.145,540,0,0
0.008540,0.40244,14.582,0.054,0.124,540,0,0
0.008560,0.40338,14.989,0.068,0.160,540,0,0
0.008580,0.40432,15.275,0.030,0.132,540,0,0
0.008600,0.40527,15.586,0.063,0.177,540,0,0
0.008620,0.40621,15.876,-0.033,0.159,540,0,0
0.008640,0.40715,15.706,0.018,0.141,0,0,0
0.008660,0.40809,15.597,0.019,0.119,0,0,0
0.008680,0.40904,15.477,0.022,0.103,0,0,0
0.008700,0.40998,15.313,-0.056,0.118,0,0,0
0.008720,0.41092,15.207,0.007,0.110,0,0,0
0.008740,0.41186,15.093,-0.031,0.099,0,0,0
0.008760,0.41281,14.899,-0.033,0.171,0,0,0
0.008780,0.41375,14.855,0.073,0.079,0,0,0
0.008800,0.41469,14.687,-0.051,0.170,0,0,0
0.008820,0.41563,14.605,-0.013,0.104,0,0,0
0.008840,0.41658,14.477,0.030,0.134,0,0,0
0.008860,0.41752,14.290,-0.071,0.171,0,0,0
0.008880,0.41846,14.214,0.046,0.187,0,0,0
0.008900,0.41940,14.332,0.068,0.105,540,0,0
0.008920,0.42035,14.562,-0.047,0.149,540,0,0
0.008940,0.42129,14.828,-0.073,0.111,540,0,0
0.008960,0.42223,15.071,0.061,0.125,540,0,0
0.008980,0.42317,15.428,0.029,0.208,540,0,0
0.009000,0.42412,15.693,0.023,0.055,540,0,0
0.009020,0.42506,15.742,-0.031,0.095,0,0,0
0.009040,0.42600,15.731,0.022,0.106,0,0,0
0.009060,0.42694,15.512,-0.023,0.119,0,0,0
0.009080,0.42788,15.452,-0.010,0.174,0,0,0
0.009100,0.42883,15.374,0.088,0.060,0,0,0
0.009120,0.42977,15.270,0.013,0.056,0,0,0
0.009140,0.43071,15.049,-0.010,0.193,0,0,0
0.009160,0.43165,14.979,0.044,0.238,0,0,0
0.009180,0.43260,14.837,-0.115,0.096,0,0,0
0.009200,0.43354,14.781,0.006,0.212,0,0,0
0.009220,0.43448,14.685,-0.032,0.085,0,0,0
0.009240,0.43542,14.567,0.001,0.179,0,0,0
0.009260,0.43637,14.352,0.005,0.066,0,0,0
0.009280,0.43731,14.407,-0.024,0.074,0,0,0
0.009300,0.43825,14.327,-0.007,0.116,0,0,0
0.009320,0.43919,14.521,-0.067,0.060,540,0,0
0.009340,0.44014,14.820,0.024,0.140,540,0,0
0.009360,0.44108,14.961,0.020,0.148,540,0,0
0.009380,0.44202,15.328,0.038,0.023,540,0,0
0.009400,0.44296,15.512,-0.017,0.119,540,0,0
0.009420,0.44391,15.826,0.044,0.142,540,0,0
0.009440,0.44485,15.707,-0.014,0.170,0,0,0
0.009460,0.44579,15.577,-0.037,0.147,0,0,0
0.009480,0.44673,15.542,0.073,0.188,0,0,0
0.009500,0.44768,15.436,0.038,0.112,0,0,0
0.009520,0.44862,15.358,-0.047,0.103,0,0,0
0.009540,0.44956,15.263,-0.002,0.096,0,0,0
0.009560,0.45050,15.142,-0.022,0.158,0,0,0
