# Вариант 3. Скорость 600 об/мин, задание тока 15 А, углы 10/150 эл. град, Udc 540 В, R фазы 0,6 Ом (паспорт)
# t_s,theta_mech_sensor_rad,ia_A,ib_A,ic_A,ua_V,ub_V,uc_V
0.002460,0.22002,15.510,-0.137,0.196,0,0,0
0.002480,0.22127,15.486,-0.029,0.192,0,0,0
0.002500,0.22253,15.412,-0.007,0.266,0,0,0
0.002520,0.22379,15.424,0.014,0.176,0,0,0
0.002540,0.22504,15.368,0.030,0.280,0,0,0
0.002560,0.22630,15.310,-0.030,0.214,0,0,0
0.002580,0.22756,15.231,-0.019,0.263,0,0,0
0.002600,0.22881,15.260,-0.060,0.217,0,0,0
0.002620,0.23007,15.175,-0.029,0.058,0,0,0
0.002640,0.23133,15.155,-0.020,0.226,0,0,0
0.002660,0.23258,15.010,0.059,0.146,0,0,0
0.002680,0.23384,14.952,-0.065,0.158,0,0,0
0.002700,0.23510,14.970,0.013,0.216,0,0,0
0.002720,0.23635,14.995,0.038,0.194,0,0,0
0.002740,0.23761,14.956,-0.052,0.299,0,0,0
0.002760,0.23887,14.879,-0.030,0.166,0,0,0
0.002780,0.24012,14.815,-0.001,0.224,0,0,0
0.002800,0.24138,14.672,0.066,0.203,0,0,0
0.002820,0.24264,14.751,0.016,0.136,0,0,0
0.002840,0.24389,14.616,0.091,0.178,0,0,0
0.002860,0.24515,14.626,-0.022,0.184,0,0,0
0.002880,0.24641,14.566,0.030,0.206,0,0,0
0.002900,0.24766,14.514,0.019,0.154,0,0,0
0.002920,0.24892,14.386,0.086,0.185,0,0,0
0.002940,0.25018,14.304,-0.124,0.108,0,0,0
0.002960,0.25143,14.347,0.053,0.240,0,0,0
0.002980,0.25269,14.201,-0.062,0.059,0,0,0
0.003000,0.25395,15.047,-0.022,0.223,540,0,0
0.003020,0.25520,15.840,-0.042,0.127,540,0,0
0.003040,0.25646,15.690,0.017,0.113,0,0,0
0.003060,0.25772,15.727,0.009,0.255,0,0,0
0.003080,0.25897,15.642,-0.037,0.135,0,0,0
0.003100,0.26023,15.565,-0.006,0.144,0,0,0
0.003120,0.26149,15.510,-0.025,0.122,0,0,0
0.003140,0.26274,15.463,-0.059,0.122,0,0,0
0.003160,0.26400,15.466,0.027,0.131,0,0,0
0.003180,0.26526,15.344,0.005,0.125,0,0,0
0.003200,0.26651,15.180,0.016,0.229,0,0,0
0.003220,0.26777,15.106,-0.016,0.193,0,0,0
0.003240,0.26903,15.178,-0.046,0.132,0,0,0
0.003260,0.27028,15.012,0.039,0.115,0,0,0
0.003280,0.27154,14.994,-0.093,0.120,0,0,0
0.003300,0.27279,14.824,-0.044,0.168,0,0,0
0.003320,0.27405,14.839,-0.004,0.083,0,0,0
0.003340,0.27531,14.706,-0.019,0.189,0,0,0
0.003360,0.27656,14.605,-0.020,0.173,0,0,0
0.003380,0.27782,14.526,-0.029,0.148,0,0,0
0.003400,0.27908,14.499,-0.007,0.101,0,0,0
0.003420,0.28033,14.340,-0.037,0.128,0,0,0
0.003440,0.28159,14.275,-0.034,0.172,0,0,0
0.003460,0.28285,14.219,-0.036,0.115,0,0,0
0.003480,0.28410,14.110,0.003,0.118,0,0,0
0.003500,0.28536,14.846,0.022,0.087,540,0,0
0.003520,0.28662,15.604,0.041,0.092,540,0,0
0.003540,0.28787,15.931,0.023,0.099,0,0,0
0.003560,0.28913,15.786,0.063,0.267,0,0,0
0.003580,0.29039,15.769,0.020,0.245,0,0,0
0.003600,0.29164,15.537,0.065,0.163,0,0,0
0.003620,0.29290,15.519,0.039,0.092,0,0,0
0.003640,0.29416,15.439,0.006,0.130,0,0,0
0.003660,0.29541,15.341,0.039,0.070,0,0,0
0.003680,0.29667,15.282,-0.006,0.153,0,0,0
0.003700,0.29793,15.241,-0.013,0.080,0,0,0
0.003720,0.29918,15.072,0.037,0.130,0,0,0
0.003740,0.30044,14.951,0.106,0.143,0,0,0
0.003760,0.30170,14.796,-0.029,0.144,0,0,0
0.003780,0.30295,14.706,-0.044,0.164,0,0,0
0.003800,0.30421,14.623,0.053,0.073,0,0,0
0.003820,0.30547,14.559,0.037,0.168,0,0,0
0.003840,0.30672,14.402,-0.019,0.189,0,0,0
0.003860,0.30798,14.295,0.013,0.047,0,0,-540
0.003880,0.30924,14.186,0.076,0.077,0,0,0
0.003900,0.31049,14.486,-0.045,0.074,540,0,0
0.003920,0.31175,15.147,-0.026,0.090,540,0,0
0.003940,0.31301,15.856,0.008,0.102,540,0,0
0.003960,0.31426,16.062,-0.096,0.199,0,0,0
0.003980,0.31552,15.975,0.080,0.007,0,0,0
0.004000,0.31678,15.789,0.089,0.115,0,0,0
0.004020,0.31803,15.739,-0.018,0.102,0,0,0
0.004040,0.31929,15.564,-0.090,0.065,0,0,0
0.004060,0.32055,15.298,0.031,0.094,0,0,0
0.004080,0.32180,15.302,0.036,0.098,0,0,0
0.004100,0.32306,15.096,0.058,0.143,0,0,0
0.004120,0.32432,14.939,0.012,0.092,0,0,0
0.004140,0.32557,14.872,-0.037,0.096,0,0,0
0.004160,0.32683,14.698,0.093,0.052,0,0,0
0.004180,0.32809,14.570,-0.016,0.112,0,0,0
0.004200,0.32934,14.486,-0.002,0.129,0,0,0
0.004220,0.33060,14.330,0.000,0.122,0,0,0
0.004240,0.33186,14.212,0.020,0.157,0,0,0
0.004260,0.33311,14.391,-0.014,0.042,540,0,0
0.004280,0.33437,15.100,-0.057,0.059,540,0,0
0.004300,0.33563,15.596,-0.099,0.084,540,0,0
0.004320,0.33688,15.778,0.023,0.055,0,0,0
0.004340,0.33814,15.718,0.076,0.089,0,0,0
0.004360,0.33940,15.635,-0.036,0.089,0,0,0
0.004380,0.34065,15.409,-0.040,0.104,0,0,0
0.004400,0.34191,15.266,-0.030,0.169,0,0,0
0.004420,0.34317,15.051,-0.019,0.059,0,0,0
0.004440,0.34442,14.880,0.036,0.060,0,0,0
0.004460,0.34568,14.748,0.095,0.173,0,0,0
0.004480,0.34694,14.667,-0.007,0.100,0,0,0
0.004500,0.34819,14.430,0.051,0.118,0,0,0
0.004520,0.34945,14.350,0.021,0.142,0,0,0
0.004540,0.35071,14.222,0.050,0.088,0,0,0
0.004560,0.35196,14.718,0.022,0.103,540,0,0
0.004580,0.35322,15.203,-0.073,0.063,540,0,0
0.004600,0.35448,15.627,0.030,0.126,540,0,0
0.004620,0.35573,15.871,0.009,0.115,0,0,0
0.004640,0.35699,15.735,-0.010,0.144,0,0,0
0.004660,0.35825,15.603,-0.021,0.062,0,0,0
0.004680,0.35950,15.351,0.008,0.107,0,0,0
0.004700,0.36076,15.270,-0.024,0.082,0,0,0
0.004720,0.36202,15.061,-0.018,0.188,0,0,0
0.004740,0.36327,14.806,0.076,0.066,0,0,0
0.004760,0.36453,14.627,0.056,0.113,0,0,0
0.004780,0.36579,14.522,0.032,0.122,0,0,0
0.004800,0.36704,14.376,-0.005,0.140,0,0,0
0.004820,0.36830,14.185,0.056,0.085,0,0,0
0.004840,0.36956,14.657,-0.029,0.106,540,0,0
0.004860,0.37081,15.100,-0.012,0.087,540,0,0
0.004880,0.37207,15.585,0.023,0.092,540,0,0
0.004900,0.37333,15.732,0.034,0.171,0,0,0
0.004920,0.37458,15.520,0.024,0.056,0,0,0
0.004940,0.37584,15.358,-0.013,0.162,0,0,0
0.004960,0.37710,15.133,-0.011,0.062,0,0,0
0.004980,0.37835,15.021,-0.006,0.139,0,0,0
0.005000,0.37961,14.802,0.120,0.055,0,0,0
0.005020,0.38087,14.619,0.108,0.049,0,0,0
0.005040,0.38212,14.451,-0.080,0.115,0,0,0
0.005060,0.38338,14.152,0.004,0.164,0,0,0
0.005080,0.38464,14.325,0.016,0.093,540,0,0
0.005100,0.38589,14.780,-0.023,0.088,540,0,0
0.005120,0.38715,15.159,-0.018,0.172,540,0,0
0.005140,0.38841,15.561,0.042,0.138,540,0,0
0.005160,0.38966,16.044,-0.033,0.101,540,0,0
0.005180,0.39092,15.841,0.040,0.113,0,0,0
0.005200,0.39218,15.547,0.062,0.107,0,0,0
0.005220,0.39343,15.471,0.040,0.128,0,0,0
0.005240,0.39469,15.163,-0.007,0.046,0,0,0
0.005260,0.39595,15.060,-0.029,0.201,0,0,0
0.005280,0.39720,14.836,0.044,0.113,0,0,0
0.005300,0.39846,14.563,0.046,0.127,0,0,0
0.005320,0.39972,14.435,-0.031,0.194,0,0,0
0.005340,0.40097,14.247,-0.079,0.043,0,0,0
0.005360,0.40223,14.340,-0.025,0.145,540,0,0
0.005380,0.40349,14.772,-0.013,0.041,540,0,0
0.005400,0.40474,15.078,-0.010,0.102,540,0,0
0.005420,0.40600,15.413,-0.043,0.046,540,0,0
0.005440,0.40726,15.785,-0.101,0.116,540,0,0
0.005460,0.40851,15.567,-0.034,0.137,0,0,0
0.005480,0.40977,15.379,0.007,0.138,0,0,0
0.005500,0.41103,15.125,0.037,0.169,0,0,0
0.005520,0.41228,14.940,0.065,0.108,0,0,0
0.005540,0.41354,14.824,-0.007,0.087,0,0,0
0.005560,0.41479,14.563,0.012,0.120,0,0,0
0.005580,0.41605,14.447,0.011,0.025,0,0,0
0.005600,0.41731,14.212,0.044,0.162,0,0,0
0.005620,0.41856,14.462,0.051,0.136,540,0,0
0.005640,0.41982,14.840,0.046,0.209,540,0,0
0.005660,0.42108,15.207,0.018,0.172,540,0,0
0.005680,0.42233,15.415,-0.043,0.101,540,0,0
0.005700,0.42359,15.815,-0.037,0.100,540,0,0
0.005720,0.42485,15.518,-0.050,0.117,0,0,0
0.005740,0.42610,15.429,0.028,0.014,0,0,0
0.005760,0.42736,15.165,0.078,0.097,0,0,0
0.005780,0.42862,14.949,0.072,0.025,0,0,0
0.005800,0.42987,14.731,0.021,0.235,0,0,0
0.005820,0.43113,14.700,0.029,0.160,0,0,0
0.005840,0.43239,14.472,-0.069,0.011,0,0,0
0.005860,0.43364,14.171,0.003,0.080,0,0,0
0.005880,0.43490,14.489,0.041,0.028,540,0,0
0.005900,0.43616,14.701,0.014,0.136,540,0,0
0.005920,0.43741,15.031,-0.023,0.042,540,0,0
0.005940,0.43867,15.315,-0.038,0.148,540,0,0
0.005960,0.43993,15.667,0.063,0.156,540,0,0
0.005980,0.44118,15.762,0.020,0.078,0,0,0
0.006000,0.44244,15.505,0.002,0.038,0,0,0
0.006020,0.44370,15.381,-0.003,0.155,0,0,0
0.006040,0.44495,15.264,-0.016,0.093,0,0,0
0.006060,0.44621,14.973,-0.006,0.115,0,0,0
0.006080,0.44747,14.787,-0.067,0.059,0,0,0
0.006100,0.44872,14.567,-0.039,0.022,0,0,0
0.006120,0.44998,14.382,0.048,0.079,0,0,0
0.006140,0.45124,14.128,0.042,0.116,0,0,0
0.006160,0.45249,14.306,0.002,0.142,540,0,0
0.006180,0.45375,14.506,0.059,0.166,540,0,0
0.006200,0.45501,14.713,0.012,0.127,540,0,0
0.006220,0.45626,15.066,-0.036,0.026,540,0,0
0.006240,0.45752,15.332,-0.008,0.085,540,0,0
0.006260,0.45878,15.531,0.015,0.001,540,0,0
0.006280,0.46003,15.875,0.011,0.123,540,0,0
0.006300,0.46129,15.590,-0.010,0.133,0,0,0
0.006320,0.46255,15.461,-0.047,0.024,0,0,0
0.006340,0.46380,15.278,-0.018,0.109,0,0,0
0.006360,0.46506,15.108,-0.004,0.096,0,0,0
0.006380,0.46632,15.015,0.006,0.100,0,0,0
0.006400,0.46757,14.715,0.033,0.091,0,0,0
0.006420,0.46883,14.535,-0.061,0.071,0,0,0
0.006440,0.47009,14.398,0.081,0.067,0,0,0
0.006460,0.47134,14.303,-0.057,0.122,0,0,0
0.006480,0.47260,14.515,0.016,0.114,540,0,0
0.006500,0.47386,14.751,-0.003,0.198,540,0,0
0.006520,0.47511,14.958,0.067,0.196,540,0,0
0.006540,0.47637,15.191,0.031,0.130,540,0,0
0.006560,0.47763,15.457,-0.023,0.124,540,0,0
0.006580,0.47888,15.754,-0.032,0.137,540,0,0
0.006600,0.48014,15.658,-0.003,0.108,0,0,0
0.006620,0.48140,15.540,-0.068,0.037,0,0,0
0.006640,0.48265,15.474,0.102,0.096,0,0,0
0.006660,0.48391,15.243,0.033,0.107,0,0,0
0.006680,0.48517,15.113,0.019,0.063,0,0,0
0.006700,0.48642,14.861,0.077,0.102,0,0,0
0.006720,0.48768,14.677,-0.063,0.084,0,0,0
0.006740,0.48894,14.565,-0.045,0.217,0,0,0
0.006760,0.49019,14.462,-0.025,0.049,0,0,0
0.006780,0.49145,14.303,-0.112,0.031,0,0,0
0.006800,0.49271,14.241,0.015,0.047,0,0,0
0.006820,0.49396,14.316,0.019,0.167,540,0,0
0.006840,0.49522,14.537,-0.050,0.030,540,0,0
0.006860,0.49648,14.713,-0.022,0.134,540,0,0
0.006880,0.49773,14.885,0.113,0.165,540,0,0
0.006900,0.49899,15.193,0.011,-0.006,540,0,0
0.006920,0.50025,15.416,0.094,0.140,540,0,0
0.006940,0.50150,15.665,0.041,0.199,540,0,0
0.006960,0.50276,15.922,-0.091,0.121,540,0,0
0.006980,0.50402,15.811,-0.061,0.045,0,0,0
0.007000,0.50527,15.581,0.039,0.075,0,0,0
0.007020,0.50653,15.429,-0.015,0.102,0,0,0
0.007040,0.50779,15.332,0.029,0.056,0,0,0
0.007060,0.50904,15.151,0.018,0.152,0,0,0
0.007080,0.51030,15.053,-0.040,0.100,0,0,0
0.007100,0.51156,14.955,-0.085,0.093,0,0,0
0.007120,0.51281,14.783,0.021,0.079,0,0,0
0.007140,0.51407,14.724,0.057,0.122,0,0,0
0.007160,0.51533,14.573,0.021,0.100,0,0,0
0.007180,0.51658,14.504,-0.085,0.179,0,0,0
0.007200,0.51784,14.376,0.122,0.137,0,0,0
0.007220,0.51910,14.220,0.073,0.070,0,0,0
0.007240,0.52035,14.544,0.030,0.114,540,0,0
0.007260,0.52161,14.687,0.043,0.091,540,0,0
0.007280,0.52287,14.862,0.020,0.107,540,0,0
0.007300,0.52412,15.140,0.064,0.111,540,0,0
0.007320,0.52538,15.363,0.061,0.060,540,0,0
0.007340,0.52664,15.722,0.103,0.046,540,0,0
0.007360,0.52789,15.974,-0.002,0.173,540,0,0
0.007380,0.52915,15.770,0.108,0.104,0,0,0
0.007400,0.53041,15.695,-0.010,0.100,0,0,0
0.007420,0.53166,15.562,-0.054,0.195,0,0,0
0.007440,0.53292,15.368,-0.096,0.090,0,0,0
0.007460,0.53418,15.352,-0.014,0.161,0,0,0
0.007480,0.53543,15.248,0.051,0.049,0,0,0
0.007500,0.53669,15.099,0.110,0.142,0,0,0
0.007520,0.53795,15.017,-0.025,0.124,0,0,0
0.007540,0.53920,14.914,-0.062,0.076,0,0,0
0.007560,0.54046,14.855,0.006,0.145,0,0,0
0.007580,0.54172,14.685,-0.008,0.160,0,0,0
0.007600,0.54297,14.544,0.014,0.127,0,0,0
0.007620,0.54423,14.459,-0.044,0.117,0,0,0
0.007640,0.54549,14.419,0.014,0.099,0,0,0
0.007660,0.54674,14.340,0.028,0.073,0,0,0
0.007680,0.54800,14.265,-0.051,0.157,0,0,0
0.007700,0.54926,14.335,0.059,0.162,540,0,0
0.007720,0.55051,14.622,0.058,0.176,540,0,0
0.007740,0.55177,14.867,0.016,0.178,540,0,0
0.007760,0.55303,14.964,-0.020,0.144,540,0,0
0.007780,0.55428,15.291,0.069,0.022,540,0,0
0.007800,0.55554,15.676,-0.090,0.132,540,0,0
0.007820,0.55679,15.763,-0.079,0.185,540,0,0
0.007840,0.55805,15.880,0.086,0.157,0,0,0
0.007860,0.55931,15.806,0.013,-0.004,0,0,0
0.007880,0.56056,15.654,0.078,0.132,0,0,0
0.007900,0.56182,15.652,0.009,0.128,0,0,0
0.007920,0.56308,15.622,-0.102,0.184,0,0,0
0.007940,0.56433,15.487,-0.027,0.167,0,0,0
0.007960,0.56559,15.332,-0.061,0.119,0,0,0
0.007980,0.56685,15.258,-0.013,0.171,0,0,0
0.008000,0.56810,15.237,0.977,0.092,0,540,0
0.008020,0.56936,15.289,1.800,0.089,0,540,0
0.008040,0.57062,15.092,2.669,0.155,0,540,0
0.008060,0.57187,15.025,3.623,0.052,0,540,0
0.008080,0.57313,14.948,4.539,0.123,0,540,0
0.008100,0.57439,14.935,5.410,0.067,0,540,0
0.008120,0.57564,14.891,6.296,0.092,0,540,0
0.008140,0.57690,14.716,7.215,0.157,0,540,0
0.008160,0.57816,14.622,8.101,0.128,0,540,0
0.008180,0.57941,14.508,9.072,0.080,0,540,0
0.008200,0.58067,14.521,9.726,0.081,0,540,0
0.008220,0.58193,14.466,10.751,0.132,0,540,0
0.008240,0.58318,14.460,11.631,0.180,0,540,0
0.008260,0.58444,14.413,12.435,0.159,0,540,0
0.008280,0.58570,14.356,13.422,0.148,0,540,0
0.008300,0.58695,14.275,14.322,0.125,0,540,0
0.008320,0.58821,14.530,15.215,0.113,540,540,0
0.008340,0.58947,14.753,16.103,0.113,540,540,0
0.008360,0.59072,15.094,16.053,0.018,540,0,0
0.008380,0.59198,15.309,16.010,0.127,540,0,0
0.008400,0.59324,15.686,16.037,0.123,540,0,0
0.008420,0.59449,15.884,16.040,0.150,540,0,0
0.008440,0.59575,15.771,16.028,0.150,0,0,0
0.008460,0.59701,15.609,15.967,0.017,0,0,0
0.008480,0.59826,15.636,15.994,0.181,0,0,0
0.008500,0.59952,15.645,15.924,0.105,0,0,0
0.008520,0.60078,15.596,15.958,0.101,0,0,0
0.008540,0.60203,15.630,15.943,0.102,0,0,0
0.008560,0.60329,15.441,15.874,0.122,0,0,0
0.008580,0.60455,15.403,15.875,0.102,0,0,0
0.008600,0.60580,15.436,15.898,0.136,0,0,0
0.008620,0.60706,15.317,15.873,0.076,0,0,0
0.008640,0.60832,15.286,15.802,-0.015,0,0,0
0.008660,0.60957,15.168,15.779,0.034,0,0,0
0.008680,0.61083,15.225,15.829,0.049,0,0,0
0.008700,0.61209,15.210,15.752,0.145,0,0,0
0.008720,0.61334,15.106,15.795,0.071,0,0,0
0.008740,0.61460,15.094,15.742,0.084,0,0,0
0.008760,0.61586,15.036,15.850,0.243,0,0,0
0.008780,0.61711,14.982,15.677,0.120,0,0,0
0.008800,0.61837,14.914,15.673,0.074,0,0,0
0.008820,0.61963,14.867,15.654,0.224,0,0,0
0.008840,0.62088,14.937,15.735,0.077,0,0,0
0.008860,0.62214,14.789,15.620,0.274,0,0,0
0.008880,0.62340,14.705,15.532,0.111,0,0,0
0.008900,0.62465,14.782,15.593,0.089,0,0,0
0.008920,0.62591,14.715,15.631,0.139,0,0,0
0.008940,0.62717,14.691,15.605,0.097,0,0,0
0.008960,0.62842,14.639,15.745,0.085,0,0,0
0.008980,0.62968,14.686,15.626,0.098,0,0,0
0.009000,0.63094,14.543,15.593,0.066,0,0,0
0.009020,0.63219,14.628,15.477,0.204,0,0,0
0.009040,0.63345,14.522,15.554,0.122,0,0,0
0.009060,0.63471,14.461,15.411,0.156,0,0,0
0.009080,0.63596,14.496,15.565,0.050,0,0,0
0.009100,0.63722,14.497,15.437,0.023,0,0,0
0.009120,0.63848,14.303,15.429,0.133,0,0,0
0.009140,0.63973,14.327,15.462,0.154,0,0,0
0.009160,0.64099,14.357,15.424,0.125,0,0,0
0.009180,0.64225,14.301,15.397,0.134,0,0,0
0.009200,0.64350,14.356,15.342,0.173,0,0,0
0.009220,0.64476,14.292,15.386,0.179,0,0,0
0.009240,0.64602,14.249,15.345,0.065,0,0,0
0.009260,0.64727,14.196,15.377,0.235,0,0,0
0.009280,0.64853,14.146,15.327,0.104,0,0,0
0.009300,0.64979,14.402,15.250,0.191,540,0,0
0.009320,0.65104,14.700,15.322,0.146,540,0,0
0.009340,0.65230,15.067,15.253,0.120,540,0,0
0.009360,0.65356,15.166,15.309,0.183,540,0,0
0.009380,0.65481,15.236,15.204,0.165,-540,0,0
0.009400,0.65607,14.894,15.197,0.161,-540,0,0
0.009420,0.65733,14.571,15.237,0.206,-540,0,0
0.009440,0.65858,14.299,15.176,0.082,-540,0,0
0.009460,0.65984,14.023,15.195,0.160,-540,0,0
0.009480,0.66110,13.678,15.118,0.013,-540,0,0
0.009500,0.66235,13.425,15.129,0.158,-540,0,0
0.009520,0.66361,13.177,15.060,0.146,-540,0,0
0.009540,0.66487,12.906,15.087,0.120,-540,0,0
0.009560,0.66612,12.643,15.087,0.148,-540,0,0
0.009580,0.66738,12.270,15.012,0.047,-540,0,0
0.009600,0.66864,12.128,15.054,0.146,-540,0,0
0.009620,0.66989,11.769,14.936,0.139,-540,0,0
