# Вариант 6. Скорость 300 об/мин, задание тока 10 А, углы 10/150 эл. град, Udc 540 В, R фазы 0,6 Ом (паспорт)
# t_s,theta_mech_sensor_rad,ia_A,ib_A,ic_A,ua_V,ub_V,uc_V
0.001280,0.04021,-0.005,-0.065,8.454,0,0,540
0.001300,0.04084,-0.030,-0.046,8.613,0,0,540
0.001320,0.04147,-0.026,0.006,8.885,0,0,540
0.001340,0.04210,0.011,-0.006,9.128,0,0,540
0.001360,0.04273,-0.068,-0.120,9.344,0,0,540
0.001380,0.04335,-0.009,-0.016,9.425,0,0,540
0.001400,0.04398,0.942,-0.019,9.603,540,0,540
0.001420,0.04461,1.846,-0.062,9.829,540,0,540
0.001440,0.04524,2.741,0.083,10.026,540,0,540
0.001460,0.04587,3.616,-0.092,10.244,540,0,540
0.001480,0.04650,4.465,-0.049,10.412,540,0,540
0.001500,0.04712,5.464,0.033,10.599,540,0,540
0.001520,0.04775,6.342,-0.034,10.898,540,0,540
0.001540,0.04838,7.256,0.070,10.804,540,0,0
0.001560,0.04901,8.138,0.009,10.856,540,0,0
0.001580,0.04964,9.062,-0.070,10.806,540,0,0
0.001600,0.05027,9.918,-0.040,10.870,540,0,0
0.001620,0.05089,10.639,0.083,10.841,540,0,0
0.001640,0.05152,11.183,-0.019,10.733,0,0,0
0.001660,0.05215,11.100,0.020,10.751,0,0,0
0.001680,0.05278,11.190,0.029,10.797,0,0,0
0.001700,0.05341,11.140,-0.037,10.784,0,0,0
0.001720,0.05404,11.164,-0.029,10.733,0,0,0
0.001740,0.05466,11.074,0.022,10.825,0,0,0
0.001760,0.05529,11.043,0.003,10.708,0,0,0
0.001780,0.05592,11.050,-0.039,10.818,0,0,0
0.001800,0.05655,11.104,0.013,10.645,0,0,0
0.001820,0.05718,11.059,0.047,10.706,0,0,0
0.001840,0.05781,11.038,-0.089,10.646,0,0,0
0.001860,0.05843,11.080,0.017,10.641,0,0,0
0.001880,0.05906,11.082,-0.033,10.742,0,0,0
0.001900,0.05969,10.997,0.001,10.673,0,0,0
0.001920,0.06032,10.966,-0.039,10.738,0,0,0
0.001940,0.06095,11.023,-0.076,10.743,0,0,0
0.001960,0.06158,11.067,-0.036,10.629,0,0,0
0.001980,0.06220,10.978,-0.041,10.637,0,0,0
0.002000,0.06283,11.004,0.055,10.556,0,0,0
0.002020,0.06346,10.971,0.018,10.644,0,0,0
0.002040,0.06409,11.032,-0.010,10.598,0,0,0
0.002060,0.06472,10.886,0.099,10.607,0,0,0
0.002080,0.06535,10.946,-0.023,10.515,0,0,0
0.002100,0.06597,10.842,0.023,10.620,0,0,0
0.002120,0.06660,10.859,-0.114,10.497,0,0,0
0.002140,0.06723,10.929,0.054,10.569,0,0,0
0.002160,0.06786,10.841,0.105,10.521,0,0,0
0.002180,0.06849,10.918,-0.028,10.613,0,0,0
0.002200,0.06912,10.934,-0.068,10.599,0,0,0
0.002220,0.06974,10.818,-0.073,10.556,0,0,0
0.002240,0.07037,10.774,-0.035,10.574,0,0,0
0.002260,0.07100,10.766,0.105,10.513,0,0,0
0.002280,0.07163,10.775,0.063,10.539,0,0,0
0.002300,0.07226,10.780,-0.076,10.513,0,0,0
0.002320,0.07288,10.809,-0.037,10.527,0,0,0
0.002340,0.07351,10.760,0.054,10.512,0,0,0
0.002360,0.07414,10.657,-0.056,10.472,0,0,0
0.002380,0.07477,10.805,0.019,10.499,0,0,0
0.002400,0.07540,10.723,-0.004,10.439,0,0,0
0.002420,0.07603,10.689,-0.053,10.411,0,0,0
0.002440,0.07665,10.616,0.023,10.485,0,0,0
0.002460,0.07728,10.710,0.059,10.498,0,0,0
0.002480,0.07791,10.743,-0.078,10.444,0,0,0
0.002500,0.07854,10.610,-0.079,10.478,0,0,0
0.002520,0.07917,10.747,0.071,10.455,0,0,0
0.002540,0.07980,10.651,0.038,10.428,0,0,0
0.002560,0.08042,10.691,0.034,10.392,0,0,0
0.002580,0.08105,10.605,-0.031,10.370,0,0,0
0.002600,0.08168,10.679,0.020,10.387,0,0,0
0.002620,0.08231,10.567,0.002,10.430,0,0,0
0.002640,0.08294,10.498,0.032,10.397,0,0,0
0.002660,0.08357,10.663,0.054,10.389,0,0,0
0.002680,0.08419,10.521,0.020,10.367,0,0,0
0.002700,0.08482,10.584,0.096,10.356,0,0,0
0.002720,0.08545,10.581,0.052,10.404,0,0,0
0.002740,0.08608,10.464,0.004,10.349,0,0,0
0.002760,0.08671,10.527,-0.067,10.292,0,0,0
0.002780,0.08734,10.478,0.015,10.370,0,0,0
0.002800,0.08796,10.525,-0.080,10.354,0,0,0
0.002820,0.08859,10.456,-0.018,10.288,0,0,0
0.002840,0.08922,10.470,-0.001,10.339,0,0,0
0.002860,0.08985,10.511,0.012,10.467,0,0,0
0.002880,0.09048,10.496,0.054,10.321,0,0,0
0.002900,0.09111,10.483,-0.031,10.289,0,0,0
0.002920,0.09173,10.419,0.007,10.235,0,0,0
0.002940,0.09236,10.448,-0.003,10.290,0,0,0
0.002960,0.09299,10.471,0.056,10.290,0,0,0
0.002980,0.09362,10.399,0.001,10.340,0,0,0
0.003000,0.09425,10.383,-0.058,10.280,0,0,0
0.003020,0.09488,10.342,0.023,10.241,0,0,0
0.003040,0.09550,10.310,-0.058,10.382,0,0,0
0.003060,0.09613,10.244,0.062,10.206,0,0,0
0.003080,0.09676,10.309,-0.057,10.180,0,0,0
0.003100,0.09739,10.296,0.085,10.225,0,0,0
0.003120,0.09802,10.200,-0.033,10.205,0,0,0
0.003140,0.09865,10.241,-0.040,10.208,0,0,0
0.003160,0.09927,10.340,-0.029,10.204,0,0,0
0.003180,0.09990,10.227,0.019,10.245,0,0,0
0.003200,0.10053,10.184,-0.056,10.214,0,0,0
0.003220,0.10116,10.285,0.005,10.177,0,0,0
0.003240,0.10179,10.259,-0.045,10.251,0,0,0
0.003260,0.10242,10.244,-0.026,10.156,0,0,0
0.003280,0.10304,10.263,-0.032,10.236,0,0,0
0.003300,0.10367,10.092,0.081,10.211,0,0,0
0.003320,0.10430,10.222,0.010,10.261,0,0,0
0.003340,0.10493,10.205,0.021,10.201,0,0,0
0.003360,0.10556,10.166,-0.028,10.163,0,0,0
0.003380,0.10619,10.146,0.038,10.198,0,0,0
0.003400,0.10681,10.215,0.052,10.247,0,0,0
0.003420,0.10744,10.133,-0.010,10.193,0,0,0
0.003440,0.10807,10.074,-0.037,10.159,0,0,0
0.003460,0.10870,9.997,-0.017,9.962,0,0,0
0.003480,0.10933,9.996,-0.006,10.263,0,0,0
0.003500,0.10996,9.970,0.006,10.218,0,0,0
0.003520,0.11058,9.948,-0.042,10.149,0,0,0
0.003540,0.11121,10.144,0.010,10.105,0,0,0
0.003560,0.11184,10.047,-0.042,10.128,0,0,0
0.003580,0.11247,10.082,0.047,10.064,0,0,0
0.003600,0.11310,9.999,-0.058,10.134,0,0,0
0.003620,0.11373,9.883,-0.030,10.123,0,0,0
0.003640,0.11435,9.921,0.095,10.066,0,0,0
0.003660,0.11498,9.901,0.051,10.127,0,0,0
0.003680,0.11561,9.931,-0.034,10.085,0,0,0
0.003700,0.11624,10.041,-0.070,10.095,0,0,0
0.003720,0.11687,9.954,-0.102,10.195,0,0,0
0.003740,0.11750,9.796,-0.032,10.134,0,0,0
0.003760,0.11812,9.929,-0.134,10.108,0,0,0
0.003780,0.11875,9.872,0.045,10.133,0,0,0
0.003800,0.11938,9.811,0.005,10.018,0,0,0
0.003820,0.12001,9.859,-0.016,10.048,0,0,0
0.003840,0.12064,9.862,0.015,10.143,0,0,0
0.003860,0.12127,9.816,0.026,9.987,0,0,0
0.003880,0.12189,9.828,0.001,10.019,0,0,0
0.003900,0.12252,9.756,0.000,10.115,0,0,0
0.003920,0.12315,9.793,0.030,10.085,0,0,0
0.003940,0.12378,9.799,-0.017,9.985,0,0,0
0.003960,0.12441,9.743,-0.020,10.040,0,0,0
0.003980,0.12504,9.746,0.022,10.026,0,0,0
0.004000,0.12566,9.760,0.040,10.087,0,0,0
0.004020,0.12629,9.624,0.009,10.087,0,0,0
0.004040,0.12692,9.689,-0.003,10.080,0,0,0
0.004060,0.12755,9.657,-0.063,10.028,0,0,0
0.004080,0.12818,9.656,0.118,10.079,0,0,0
0.004100,0.12881,9.610,-0.026,10.056,0,0,0
0.004120,0.12943,9.540,0.045,9.990,0,0,0
0.004140,0.13006,9.514,0.036,10.024,0,0,0
0.004160,0.13069,9.691,0.023,10.060,0,0,0
0.004180,0.13132,9.633,-0.049,9.887,0,0,-540
0.004200,0.13195,9.582,0.031,9.634,0,0,-540
0.004220,0.13258,9.533,0.088,9.430,0,0,-540
0.004240,0.13320,9.549,0.158,9.109,0,0,-540
0.004260,0.13383,9.491,0.026,9.021,0,0,-540
0.004280,0.13446,9.545,-0.050,8.825,0,0,-540
0.004300,0.13509,9.430,-0.003,8.690,0,0,-540
0.004320,0.13572,9.512,-0.026,8.418,0,0,-540
0.004340,0.13635,9.441,0.049,8.313,0,0,-540
0.004360,0.13697,9.470,-0.062,8.082,0,0,-540
0.004380,0.13760,9.373,-0.076,7.897,0,0,-540
0.004400,0.13823,9.378,-0.008,7.686,0,0,-540
0.004420,0.13886,9.294,0.013,7.617,0,0,-540
0.004440,0.13949,9.310,0.023,7.404,0,0,-540
0.004460,0.14012,9.353,0.002,7.152,0,0,-540
0.004480,0.14074,9.332,0.022,7.052,0,0,-540
0.004500,0.14137,9.274,-0.058,6.930,0,0,-540
0.004520,0.14200,9.244,0.003,6.669,0,0,-540
0.004540,0.14263,9.280,-0.013,6.560,0,0,-540
0.004560,0.14326,9.246,-0.015,6.305,0,0,-540
0.004580,0.14388,9.733,-0.074,6.227,540,0,-540
0.004600,0.14451,10.521,-0.092,6.016,540,0,-540
0.004620,0.14514,10.964,0.030,5.977,0,0,-540
0.004640,0.14577,10.879,0.023,5.805,0,0,-540
0.004660,0.14640,11.011,-0.097,5.625,0,0,-540
0.004680,0.14703,10.898,0.013,5.649,0,0,-540
0.004700,0.14765,10.944,-0.022,5.306,0,0,-540
0.004720,0.14828,10.922,0.003,5.139,0,0,-540
0.004740,0.14891,10.809,-0.015,4.964,0,0,-540
0.004760,0.14954,10.836,-0.083,4.917,0,0,-540
0.004780,0.15017,10.955,-0.093,4.871,0,0,-540
0.004800,0.15080,10.864,0.053,4.579,0,0,-540
0.004820,0.15142,10.780,0.017,4.601,0,0,-540
0.004840,0.15205,10.774,0.052,4.344,0,0,-540
0.004860,0.15268,10.733,0.067,4.325,0,0,-540
0.004880,0.15331,10.725,-0.010,4.225,0,0,-540
0.004900,0.15394,10.744,-0.048,3.971,0,0,-540
0.004920,0.15457,10.647,0.032,3.851,0,0,-540
0.004940,0.15519,10.579,0.040,3.733,0,0,-540
0.004960,0.15582,10.591,-0.065,3.608,0,0,-540
0.004980,0.15645,10.606,-0.004,3.414,0,0,-540
0.005000,0.15708,10.520,0.073,3.333,0,0,-540
0.005020,0.15771,10.547,-0.021,3.177,0,0,-540
0.005040,0.15834,10.511,-0.003,3.141,0,0,-540
0.005060,0.15896,10.590,0.014,3.065,0,0,-540
0.005080,0.15959,10.464,-0.060,2.879,0,0,-540
0.005100,0.16022,10.479,0.119,2.775,0,0,-540
0.005120,0.16085,10.475,0.079,2.643,0,0,-540
0.005140,0.16148,10.488,-0.028,2.606,0,0,-540
0.005160,0.16211,10.430,0.010,2.417,0,0,-540
0.005180,0.16273,10.372,0.008,2.320,0,0,-540
0.005200,0.16336,10.317,0.021,2.167,0,0,-540
0.005220,0.16399,10.302,0.096,2.094,0,0,-540
0.005240,0.16462,10.367,-0.022,2.035,0,0,-540
0.005260,0.16525,10.284,0.092,1.842,0,0,-540
0.005280,0.16588,10.358,-0.131,1.818,0,0,-540
0.005300,0.16650,10.291,0.015,1.591,0,0,-540
0.005320,0.16713,10.198,-0.057,1.545,0,0,-540
0.005340,0.16776,10.286,-0.070,1.516,0,0,-540
0.005360,0.16839,10.209,-0.038,1.294,0,0,-540
0.005380,0.16902,10.120,0.000,1.219,0,0,-540
0.005400,0.16965,10.151,-0.015,1.218,0,0,-540
0.005420,0.17027,10.134,0.035,1.097,0,0,-540
0.005440,0.17090,10.097,0.023,0.879,0,0,-540
0.005460,0.17153,10.146,0.032,0.768,0,0,-540
0.005480,0.17216,10.106,-0.010,0.713,0,0,-540
0.005500,0.17279,10.059,-0.006,0.750,0,0,-540
0.005520,0.17342,10.080,-0.008,0.513,0,0,-540
0.005540,0.17404,9.996,0.000,0.534,0,0,-540
0.005560,0.17467,9.907,0.070,0.385,0,0,-540
0.005580,0.17530,9.913,0.002,0.302,0,0,-540
0.005600,0.17593,9.965,-0.009,0.338,0,0,0
0.005620,0.17656,9.812,0.082,0.291,0,0,-540
0.005640,0.17719,9.884,0.082,0.139,0,0,-540
0.005660,0.17781,9.898,-0.039,0.186,0,0,0
0.005680,0.17844,9.739,0.087,0.198,0,0,0
0.005700,0.17907,9.826,0.037,0.206,0,0,0
0.005720,0.17970,9.764,0.081,0.252,0,0,0
0.005740,0.18033,9.751,0.032,0.128,0,0,0
0.005760,0.18096,9.697,-0.125,0.149,0,0,0
0.005780,0.18158,9.669,0.022,0.216,0,0,0
0.005800,0.18221,9.719,0.008,0.127,0,0,0
0.005820,0.18284,9.615,-0.071,0.203,0,0,0
0.005840,0.18347,9.656,-0.003,0.170,0,0,0
0.005860,0.18410,9.605,-0.048,0.283,0,0,0
0.005880,0.18473,9.566,0.067,0.069,0,0,0
0.005900,0.18535,9.646,-0.045,0.181,0,0,0
0.005920,0.18598,9.512,0.058,0.271,0,0,0
0.005940,0.18661,9.506,0.050,0.238,0,0,0
0.005960,0.18724,9.450,0.050,0.202,0,0,0
0.005980,0.18787,9.438,-0.023,0.229,0,0,0
0.006000,0.18850,9.414,-0.008,0.200,0,0,0
0.006020,0.18912,9.372,0.025,0.178,0,0,0
0.006040,0.18975,9.298,0.006,0.156,0,0,0
0.006060,0.19038,9.324,-0.010,0.217,0,0,0
0.006080,0.19101,9.235,0.001,0.203,0,0,0
0.006100,0.19164,9.234,-0.048,0.167,0,0,0
0.006120,0.19227,9.296,-0.043,0.219,0,0,0
0.006140,0.19289,9.203,0.002,0.265,0,0,0
0.006160,0.19352,9.987,-0.095,0.210,540,0,0
0.006180,0.19415,10.750,-0.089,0.087,540,0,0
0.006200,0.19478,11.141,0.050,0.127,0,0,0
0.006220,0.19541,11.112,-0.010,0.141,0,0,0
0.006240,0.19604,11.201,0.072,0.180,0,0,0
0.006260,0.19666,11.165,-0.013,0.131,0,0,0
0.006280,0.19729,11.190,-0.038,0.198,0,0,0
0.006300,0.19792,10.985,-0.017,0.217,0,0,0
0.006320,0.19855,11.000,0.013,0.126,0,0,0
0.006340,0.19918,10.892,0.108,0.117,0,0,0
0.006360,0.19981,10.920,-0.025,0.144,0,0,0
0.006380,0.20043,10.926,0.057,0.182,0,0,0
0.006400,0.20106,10.918,0.027,0.129,0,0,0
0.006420,0.20169,10.861,0.010,0.140,0,0,0
0.006440,0.20232,10.828,0.066,0.108,0,0,0
0.006460,0.20295,10.804,-0.063,0.137,0,0,0
0.006480,0.20358,10.806,-0.009,0.103,0,0,0
0.006500,0.20420,10.721,-0.029,0.161,0,0,0
0.006520,0.20483,10.711,-0.017,0.161,0,0,0
0.006540,0.20546,10.636,0.034,0.216,0,0,0
0.006560,0.20609,10.696,-0.004,0.182,0,0,0
0.006580,0.20672,10.576,-0.007,0.130,0,0,0
0.006600,0.20735,10.558,0.019,0.171,0,0,0
0.006620,0.20797,10.453,-0.033,0.152,0,0,0
0.006640,0.20860,10.395,-0.110,0.164,0,0,0
0.006660,0.20923,10.571,0.041,0.018,0,0,0
0.006680,0.20986,10.475,-0.010,0.189,0,0,0
0.006700,0.21049,10.354,0.067,0.086,0,0,0
0.006720,0.21112,10.334,0.047,0.184,0,0,0
0.006740,0.21174,10.250,0.000,0.079,0,0,0
0.006760,0.21237,10.264,-0.082,0.186,0,0,0
0.006780,0.21300,10.319,-0.024,0.214,0,0,0
0.006800,0.21363,10.170,0.084,0.109,0,0,0
0.006820,0.21426,10.141,0.030,0.060,0,0,0
0.006840,0.21488,10.161,0.002,0.154,0,0,0
0.006860,0.21551,10.098,0.108,0.178,0,0,0
0.006880,0.21614,10.044,0.017,0.198,0,0,0
0.006900,0.21677,9.968,-0.086,0.162,0,0,0
0.006920,0.21740,9.852,-0.008,0.121,0,0,0
0.006940,0.21803,9.957,-0.030,0.205,0,0,0
0.006960,0.21865,9.866,-0.067,0.205,0,0,0
0.006980,0.21928,9.794,0.041,0.108,0,0,0
0.007000,0.21991,9.861,-0.037,0.182,0,0,0
0.007020,0.22054,9.735,-0.045,0.259,0,0,0
0.007040,0.22117,9.718,0.010,0.143,0,0,0
0.007060,0.22180,9.698,0.012,0.147,0,0,0
0.007080,0.22242,9.699,0.001,0.103,0,0,0
0.007100,0.22305,9.621,0.009,0.208,0,0,0
0.007120,0.22368,9.569,-0.028,0.166,0,0,0
0.007140,0.22431,9.598,-0.045,0.262,0,0,0
0.007160,0.22494,9.523,0.059,0.175,0,0,0
0.007180,0.22557,9.399,0.055,0.089,0,0,0
0.007200,0.22619,9.560,0.030,0.128,0,0,0
0.007220,0.22682,9.486,-0.008,0.174,0,0,0
0.007240,0.22745,9.333,-0.069,0.059,0,0,0
0.007260,0.22808,9.336,-0.088,0.150,0,0,0
0.007280,0.22871,9.362,0.052,0.162,0,0,0
0.007300,0.22934,9.303,-0.024,0.152,0,0,0
0.007320,0.22996,9.310,0.036,0.132,0,0,0
0.007340,0.23059,9.846,-0.049,0.169,540,0,0
0.007360,0.23122,10.769,-0.020,0.166,540,0,0
0.007380,0.23185,10.929,0.010,0.108,0,0,0
0.007400,0.23248,11.025,0.038,0.081,0,0,0
0.007420,0.23311,10.942,0.085,0.044,0,0,0
0.007440,0.23373,10.763,-0.060,0.138,0,0,0
0.007460,0.23436,10.808,0.025,0.081,0,0,0
0.007480,0.23499,10.767,0.056,0.190,0,0,0
0.007500,0.23562,10.668,-0.079,0.177,0,0,0
0.007520,0.23625,10.627,0.062,0.161,0,0,0
0.007540,0.23688,10.624,-0.088,0.145,0,0,0
0.007560,0.23750,10.674,-0.032,0.050,0,0,0
0.007580,0.23813,10.533,0.102,0.093,0,0,0
0.007600,0.23876,10.432,0.066,0.130,0,0,0
0.007620,0.23939,10.435,0.029,0.182,0,0,0
0.007640,0.24002,10.279,-0.015,0.103,0,0,0
0.007660,0.24065,10.344,-0.007,0.107,0,0,0
0.007680,0.24127,10.280,0.007,0.147,0,0,0
0.007700,0.24190,10.337,0.018,0.163,0,0,0
0.007720,0.24253,10.144,0.011,0.186,0,0,0
0.007740,0.24316,10.120,0.038,0.196,0,0,0
0.007760,0.24379,10.125,0.031,0.204,0,0,0
0.007780,0.24442,10.114,-0.001,0.171,0,0,0
0.007800,0.24504,10.024,0.003,0.115,0,0,0
0.007820,0.24567,9.928,0.020,0.104,0,0,0
0.007840,0.24630,9.904,0.080,0.138,0,0,0
0.007860,0.24693,9.753,0.012,0.083,0,0,0
0.007880,0.24756,9.850,0.065,0.209,0,0,0
0.007900,0.24819,9.782,0.035,0.113,0,0,0
0.007920,0.24881,9.611,0.046,0.030,0,0,0
0.007940,0.24944,9.639,-0.068,0.144,0,0,0
0.007960,0.25007,9.611,-0.048,0.122,0,0,0
0.007980,0.25070,9.713,-0.021,0.193,0,0,0
0.008000,0.25133,9.549,-0.005,0.127,0,0,0
0.008020,0.25196,9.526,-0.029,0.256,0,0,0
0.008040,0.25258,9.429,-0.025,0.124,0,0,0
0.008060,0.25321,9.466,-0.033,0.139,0,0,0
0.008080,0.25384,9.382,-0.009,0.144,0,0,0
0.008100,0.25447,9.314,0.016,0.152,0,0,0
0.008120,0.25510,10.011,-0.024,0.150,540,0,0
0.008140,0.25573,10.620,-0.042,0.259,540,0,0
0.008160,0.25635,10.947,-0.061,0.133,0,0,0
0.008180,0.25698,10.800,0.053,0.141,0,0,0
0.008200,0.25761,10.781,-0.018,0.032,0,0,0
0.008220,0.25824,10.814,0.010,0.226,0,0,0
0.008240,0.25887,10.730,-0.007,0.171,0,0,0
0.008260,0.25950,10.617,0.090,0.084,0,0,0
0.008280,0.26012,10.573,0.004,0.083,0,0,0
0.008300,0.26075,10.427,-0.035,0.172,0,0,0
0.008320,0.26138,10.425,0.044,0.205,0,0,0
0.008340,0.26201,10.453,0.008,0.159,0,0,0
0.008360,0.26264,10.330,0.020,0.216,0,0,0
0.008380,0.26327,10.352,0.057,0.157,0,0,0
0.008400,0.26389,10.237,0.042,0.119,0,0,0
0.008420,0.26452,10.189,-0.021,0.138,0,0,0
0.008440,0.26515,10.131,0.024,0.051,0,0,0
0.008460,0.26578,10.128,-0.002,0.166,0,0,0
0.008480,0.26641,10.038,0.020,0.144,0,0,0
0.008500,0.26704,9.946,-0.025,0.108,0,0,0
0.008520,0.26766,9.961,-0.040,0.089,0,0,0
0.008540,0.26829,9.882,-0.039,0.149,0,0,0
0.008560,0.26892,9.872,0.081,0.157,0,0,0
0.008580,0.26955,9.735,-0.002,0.106,0,0,0
0.008600,0.27018,9.666,0.059,0.096,0,0,0
0.008620,0.27081,9.606,-0.061,0.188,0,0,0
0.008640,0.27143,9.657,-0.001,0.101,0,0,0
0.008660,0.27206,9.540,-0.013,0.226,0,0,0
0.008680,0.27269,9.558,-0.050,0.266,0,0,0
0.008700,0.27332,9.412,-0.000,0.133,0,0,0
0.008720,0.27395,9.453,-0.013,0.150,0,0,0
0.008740,0.27458,9.305,0.060,0.137,0,0,0
0.008760,0.27520,9.293,-0.047,0.103,0,0,0
0.008780,0.27583,9.226,0.020,0.137,0,0,0
0.008800,0.27646,9.773,-0.055,0.300,540,0,0
0.008820,0.27709,10.328,0.066,0.145,540,0,0
0.008840,0.27772,10.985,0.000,0.210,540,0,0
0.008860,0.27835,10.983,0.089,0.164,0,0,0
0.008880,0.27897,10.811,-0.070,0.142,0,0,0
0.008900,0.27960,10.815,-0.023,0.180,0,0,0
0.008920,0.28023,10.759,-0.059,0.140,0,0,0
0.008940,0.28086,10.835,-0.051,0.256,0,0,0
0.008960,0.28149,10.634,0.037,0.132,0,0,0
0.008980,0.28212,10.569,-0.023,0.140,0,0,0
0.009000,0.28274,10.524,-0.033,0.123,0,0,0
0.009020,0.28337,10.423,-0.084,0.174,0,0,0
0.009040,0.28400,10.319,0.053,0.092,0,0,0
0.009060,0.28463,10.294,-0.002,0.265,0,0,0
0.009080,0.28526,10.227,0.089,0.052,0,0,0
0.009100,0.28588,10.147,-0.029,0.138,0,0,0
0.009120,0.28651,10.035,-0.018,0.167,0,0,0
0.009140,0.28714,9.973,0.042,0.112,0,0,0
0.009160,0.28777,9.914,-0.024,0.184,0,0,0
0.009180,0.28840,9.922,0.034,0.097,0,0,0
0.009200,0.28903,9.848,-0.075,0.209,0,0,0
0.009220,0.28965,9.765,0.046,0.172,0,0,0
0.009240,0.29028,9.734,-0.007,0.165,0,0,0
0.009260,0.29091,9.652,-0.020,0.183,0,0,0
0.009280,0.29154,9.615,0.021,0.107,0,0,0
0.009300,0.29217,9.515,-0.061,0.164,0,0,0
0.009320,0.29280,9.420,0.031,0.076,0,0,0
0.009340,0.29342,9.436,-0.017,0.123,0,0,0
0.009360,0.29405,9.404,0.003,0.199,0,0,0
0.009380,0.29468,9.407,-0.100,0.136,0,0,0
0.009400,0.29531,9.296,-0.030,0.223,0,0,0
0.009420,0.29594,9.186,0.066,0.195,0,0,0
0.009440,0.29657,9.392,0.033,0.122,540,0,0
0.009460,0.29719,9.946,0.038,0.280,540,0,0
0.009480,0.29782,10.515,-0.006,0.122,540,0,0
0.009500,0.29845,10.993,0.010,0.275,540,0,0
0.009520,0.29908,10.814,-0.062,0.104,0,0,-540
0.009540,0.29971,10.797,0.015,0.129,0,0,0
0.009560,0.30034,10.730,-0.001,0.101,0,0,0
