# Вариант 1. Скорость 300 об/мин, задание тока 10 А, углы 10/150 эл. град, Udc 540 В, R фазы 0,6 Ом (паспорт)
# t_s,theta_mech_sensor_rad,ia_A,ib_A,ic_A,ua_V,ub_V,uc_V
0.003860,0.12127,9.830,-0.036,-0.070,0,0,0
0.003880,0.12189,9.794,-0.025,0.004,0,0,0
0.003900,0.12252,9.821,0.061,-0.002,0,0,0
0.003920,0.12315,9.727,-0.110,-0.060,0,0,0
0.003940,0.12378,9.713,0.043,0.069,0,0,0
0.003960,0.12441,9.661,-0.007,-0.048,0,0,0
0.003980,0.12504,9.794,0.007,0.009,0,0,0
0.004000,0.12566,9.682,-0.011,0.007,0,0,0
0.004020,0.12629,9.610,0.034,-0.038,0,0,0
0.004040,0.12692,9.759,0.010,0.041,0,0,0
0.004060,0.12755,9.695,-0.034,-0.022,0,0,0
0.004080,0.12818,9.575,0.039,0.025,0,0,0
0.004100,0.12881,9.625,0.037,-0.016,0,0,0
0.004120,0.12943,9.606,-0.022,-0.038,0,0,0
0.004140,0.13006,9.688,0.026,-0.009,0,0,0
0.004160,0.13069,9.531,-0.098,-0.022,0,0,0
0.004180,0.13132,9.480,-0.031,-0.021,0,0,0
0.004200,0.13195,9.541,0.048,0.037,0,0,0
0.004220,0.13258,9.425,-0.041,-0.056,0,0,0
0.004240,0.13320,9.529,-0.010,0.046,0,0,0
0.004260,0.13383,9.471,-0.033,-0.015,0,0,0
0.004280,0.13446,9.465,-0.033,0.024,0,0,0
0.004300,0.13509,9.405,-0.088,0.019,0,0,0
0.004320,0.13572,9.429,0.020,-0.067,0,0,0
0.004340,0.13635,9.467,-0.040,-0.077,0,0,0
0.004360,0.13697,9.420,0.024,0.009,0,0,0
0.004380,0.13760,9.320,-0.026,-0.026,0,0,0
0.004400,0.13823,9.431,0.043,0.116,0,0,0
0.004420,0.13886,9.403,0.027,-0.010,0,0,0
0.004440,0.13949,9.434,-0.003,0.004,0,0,0
0.004460,0.14012,9.447,0.017,-0.035,0,0,0
0.004480,0.14074,9.296,0.018,-0.025,0,0,0
0.004500,0.14137,9.251,-0.039,-0.020,0,0,0
0.004520,0.14200,9.297,0.060,-0.026,0,0,0
0.004540,0.14263,9.266,0.044,0.033,0,0,0
0.004560,0.14326,9.231,0.004,0.019,0,0,0
0.004580,0.14388,9.647,0.045,0.087,540,0,0
0.004600,0.14451,10.498,-0.066,0.017,540,0,0
0.004620,0.14514,10.936,0.027,0.054,0,0,0
0.004640,0.14577,10.936,-0.019,0.006,0,0,0
0.004660,0.14640,10.964,-0.045,0.039,0,0,0
0.004680,0.14703,10.969,0.013,0.031,0,0,0
0.004700,0.14765,10.895,0.056,-0.070,0,0,0
0.004720,0.14828,10.856,0.073,-0.097,0,0,0
0.004740,0.14891,10.796,-0.048,0.042,0,0,0
0.004760,0.14954,10.885,0.032,-0.053,0,0,0
0.004780,0.15017,10.814,-0.091,-0.138,0,0,0
0.004800,0.15080,10.873,0.010,0.055,0,0,0
0.004820,0.15142,10.855,0.009,0.035,0,0,0
0.004840,0.15205,10.736,0.026,0.089,0,0,0
0.004860,0.15268,10.697,-0.058,-0.083,0,0,0
0.004880,0.15331,10.570,0.030,0.050,0,0,0
0.004900,0.15394,10.732,0.133,-0.036,0,0,0
0.004920,0.15457,10.641,-0.016,-0.078,0,0,0
0.004940,0.15519,10.633,0.003,0.040,0,0,0
0.004960,0.15582,10.626,0.009,0.057,0,0,0
0.004980,0.15645,10.531,-0.061,-0.019,0,0,0
0.005000,0.15708,10.625,0.036,0.018,0,0,0
0.005020,0.15771,10.552,-0.051,0.034,0,0,0
0.005040,0.15834,10.509,-0.020,0.059,0,0,0
0.005060,0.15896,10.553,0.055,-0.061,0,0,0
0.005080,0.15959,10.406,0.007,0.040,0,0,0
0.005100,0.16022,10.444,-0.003,0.004,0,0,0
0.005120,0.16085,10.365,-0.020,-0.066,0,0,0
0.005140,0.16148,10.331,0.033,0.027,0,0,0
0.005160,0.16211,10.460,0.022,0.003,0,0,0
0.005180,0.16273,10.337,0.057,0.070,0,0,0
0.005200,0.16336,10.386,0.013,0.032,0,0,0
0.005220,0.16399,10.334,-0.024,-0.003,0,0,0
0.005240,0.16462,10.384,-0.029,0.031,0,0,0
0.005260,0.16525,10.311,-0.029,0.001,0,0,0
0.005280,0.16588,10.244,0.011,0.019,0,0,0
0.005300,0.16650,10.266,-0.001,-0.108,0,0,0
0.005320,0.16713,10.203,-0.041,0.097,0,0,0
0.005340,0.16776,10.187,0.007,0.033,0,0,0
0.005360,0.16839,10.237,0.054,-0.038,0,0,0
0.005380,0.16902,10.217,-0.004,-0.040,0,0,0
0.005400,0.16965,10.249,-0.089,0.019,0,0,0
0.005420,0.17027,10.172,0.036,-0.056,0,0,0
0.005440,0.17090,10.057,-0.062,-0.031,0,0,0
0.005460,0.17153,10.112,-0.022,-0.006,0,0,0
0.005480,0.17216,9.998,0.040,0.014,0,0,0
0.005500,0.17279,10.043,-0.026,0.015,0,0,0
0.005520,0.17342,10.064,0.027,0.036,0,0,0
0.005540,0.17404,9.948,0.027,-0.110,0,0,0
0.005560,0.17467,9.985,0.015,-0.083,0,0,0
0.005580,0.17530,9.923,-0.093,0.001,0,0,0
0.005600,0.17593,9.920,0.031,-0.001,0,0,0
0.005620,0.17656,9.897,0.058,-0.066,0,0,0
0.005640,0.17719,9.717,-0.003,-0.016,0,0,0
0.005660,0.17781,9.828,0.077,-0.012,0,0,0
0.005680,0.17844,9.813,-0.032,0.037,0,0,0
0.005700,0.17907,9.847,-0.037,-0.037,0,0,0
0.005720,0.17970,9.779,0.031,-0.090,0,0,0
0.005740,0.18033,9.716,0.010,-0.012,0,0,0
0.005760,0.18096,9.744,-0.024,-0.026,0,0,0
0.005780,0.18158,9.650,0.048,-0.042,0,0,0
0.005800,0.18221,9.730,0.027,-0.035,0,0,0
0.005820,0.18284,9.596,0.005,0.022,0,0,0
0.005840,0.18347,9.587,0.002,-0.006,0,0,0
0.005860,0.18410,9.642,-0.023,-0.027,0,0,0
0.005880,0.18473,9.645,-0.027,-0.014,0,0,0
0.005900,0.18535,9.520,0.071,0.009,0,0,0
0.005920,0.18598,9.568,0.062,0.021,0,0,0
0.005940,0.18661,9.534,0.087,-0.044,0,0,0
0.005960,0.18724,9.453,-0.000,0.048,0,0,0
0.005980,0.18787,9.471,-0.040,-0.105,0,0,0
0.006000,0.18850,9.369,-0.020,0.021,0,0,0
0.006020,0.18912,9.366,-0.060,-0.093,0,0,0
0.006040,0.18975,9.296,-0.017,0.031,0,0,0
0.006060,0.19038,9.341,-0.021,0.098,0,0,0
0.006080,0.19101,9.296,0.031,-0.021,0,0,0
0.006100,0.19164,9.291,0.010,-0.019,0,0,0
0.006120,0.19227,9.288,0.016,0.051,0,0,0
0.006140,0.19289,9.174,-0.021,-0.001,0,0,0
0.006160,0.19352,9.617,-0.044,0.003,540,0,0
0.006180,0.19415,10.451,-0.093,-0.025,540,0,0
0.006200,0.19478,10.863,0.052,-0.032,0,0,0
0.006220,0.19541,10.760,-0.019,-0.042,0,0,0
0.006240,0.19604,10.733,-0.014,0.107,0,0,0
0.006260,0.19666,10.709,-0.025,0.045,0,0,0
0.006280,0.19729,10.604,0.091,-0.009,0,0,0
0.006300,0.19792,10.654,0.026,-0.029,0,0,0
0.006320,0.19855,10.558,-0.009,0.064,0,0,0
0.006340,0.19918,10.533,-0.011,0.081,0,0,0
0.006360,0.19981,10.515,-0.066,0.014,0,0,0
0.006380,0.20043,10.573,0.013,-0.016,0,0,0
0.006400,0.20106,10.516,0.032,-0.012,0,0,0
0.006420,0.20169,10.480,0.056,0.018,0,0,0
0.006440,0.20232,10.383,0.037,0.016,0,0,0
0.006460,0.20295,10.411,-0.075,-0.045,0,0,0
0.006480,0.20358,10.457,0.015,0.123,0,0,0
0.006500,0.20420,10.362,-0.031,-0.006,0,0,0
0.006520,0.20483,10.253,-0.038,0.181,0,0,0
0.006540,0.20546,10.346,0.019,-0.054,0,0,0
0.006560,0.20609,10.249,0.024,0.082,0,0,0
0.006580,0.20672,10.214,-0.007,-0.037,0,0,0
0.006600,0.20735,10.104,0.027,0.077,0,0,0
0.006620,0.20797,10.070,-0.010,-0.029,0,0,0
0.006640,0.20860,9.996,-0.016,-0.035,0,0,0
0.006660,0.20923,9.996,0.001,-0.050,0,0,0
0.006680,0.20986,10.063,0.020,0.028,0,0,0
0.006700,0.21049,10.013,0.033,-0.061,0,0,0
0.006720,0.21112,9.967,-0.003,-0.045,0,0,0
0.006740,0.21174,9.992,-0.003,-0.055,0,0,0
0.006760,0.21237,9.768,-0.045,0.013,0,0,0
0.006780,0.21300,9.821,-0.000,-0.046,0,0,0
0.006800,0.21363,9.755,0.087,-0.012,0,0,0
0.006820,0.21426,9.762,0.011,-0.029,0,0,0
0.006840,0.21488,9.725,0.054,0.016,0,0,0
0.006860,0.21551,9.761,-0.041,0.012,0,0,0
0.006880,0.21614,9.610,0.023,0.085,0,0,0
0.006900,0.21677,9.623,-0.079,0.033,0,0,0
0.006920,0.21740,9.603,-0.075,0.090,0,0,0
0.006940,0.21803,9.492,-0.048,0.104,0,0,0
0.006960,0.21865,9.526,-0.008,-0.025,0,0,0
0.006980,0.21928,9.517,0.002,-0.031,0,0,0
0.007000,0.21991,9.375,0.026,0.119,0,0,0
0.007020,0.22054,9.444,-0.025,0.020,0,0,0
0.007040,0.22117,9.399,0.037,0.053,0,0,0
0.007060,0.22180,9.380,-0.034,0.061,0,0,0
0.007080,0.22242,9.174,-0.013,-0.040,0,0,0
0.007100,0.22305,9.251,0.029,0.082,0,0,0
0.007120,0.22368,9.295,-0.001,0.025,0,0,0
0.007140,0.22431,9.211,-0.063,0.005,0,0,0
0.007160,0.22494,9.890,0.012,-0.069,540,0,0
0.007180,0.22557,10.667,0.039,-0.049,540,0,0
0.007200,0.22619,11.037,0.000,0.031,0,0,0
0.007220,0.22682,10.911,0.024,0.016,0,0,0
0.007240,0.22745,10.906,0.017,-0.101,0,0,0
0.007260,0.22808,10.835,-0.041,0.057,0,0,0
0.007280,0.22871,10.821,0.000,0.030,0,0,0
0.007300,0.22934,10.826,0.052,0.027,0,0,0
0.007320,0.22996,10.821,0.084,-0.042,0,0,0
0.007340,0.23059,10.736,-0.018,-0.010,0,0,0
0.007360,0.23122,10.675,-0.039,-0.005,0,0,0
0.007380,0.23185,10.634,0.069,0.054,0,0,0
0.007400,0.23248,10.510,-0.029,-0.001,0,0,0
0.007420,0.23311,10.404,-0.008,0.035,0,0,0
0.007440,0.23373,10.558,0.082,-0.059,0,0,0
0.007460,0.23436,10.377,-0.127,0.051,0,0,0
0.007480,0.23499,10.393,0.022,-0.029,0,0,0
0.007500,0.23562,10.299,-0.035,-0.011,0,0,0
0.007520,0.23625,10.349,0.059,0.008,0,0,0
0.007540,0.23688,10.285,0.042,-0.020,0,0,0
0.007560,0.23750,10.140,0.041,-0.055,0,0,0
0.007580,0.23813,10.268,-0.075,0.019,0,0,0
0.007600,0.23876,10.140,0.004,0.044,0,0,0
0.007620,0.23939,10.170,0.025,0.015,0,0,0
0.007640,0.24002,10.017,0.019,-0.025,0,0,0
0.007660,0.24065,10.104,0.075,-0.024,0,0,0
0.007680,0.24127,9.881,0.053,-0.037,0,0,0
0.007700,0.24190,9.869,0.039,-0.020,0,0,0
0.007720,0.24253,9.892,0.034,-0.084,0,0,0
0.007740,0.24316,9.762,0.044,0.001,0,0,0
0.007760,0.24379,9.758,-0.094,0.033,0,0,0
0.007780,0.24442,9.764,0.021,-0.050,0,0,0
0.007800,0.24504,9.574,0.044,-0.015,0,0,0
0.007820,0.24567,9.600,0.011,0.107,0,0,0
0.007840,0.24630,9.571,-0.015,-0.039,0,0,0
0.007860,0.24693,9.509,0.049,0.040,0,0,0
0.007880,0.24756,9.496,-0.070,0.024,0,0,0
0.007900,0.24819,9.496,0.024,-0.138,0,0,0
0.007920,0.24881,9.426,-0.069,-0.021,0,0,0
0.007940,0.24944,9.341,-0.022,-0.053,0,0,0
0.007960,0.25007,9.260,0.049,0.105,0,0,0
0.007980,0.25070,9.302,0.052,0.007,0,0,0
0.008000,0.25133,9.222,-0.017,0.021,0,0,0
0.008020,0.25196,9.115,0.036,-0.048,0,0,0
0.008040,0.25258,9.807,0.081,-0.101,540,0,0
0.008060,0.25321,10.355,-0.026,-0.064,540,0,0
0.008080,0.25384,10.775,-0.012,-0.018,0,0,0
0.008100,0.25447,10.768,0.080,0.023,0,0,0
0.008120,0.25510,10.720,0.149,0.009,0,0,0
0.008140,0.25573,10.586,-0.007,-0.023,0,0,0
0.008160,0.25635,10.502,-0.021,-0.011,0,0,0
0.008180,0.25698,10.455,0.110,-0.078,0,0,0
0.008200,0.25761,10.481,0.012,-0.043,0,0,0
0.008220,0.25824,10.436,-0.048,0.005,0,0,0
0.008240,0.25887,10.425,0.015,0.080,0,0,0
0.008260,0.25950,10.280,0.053,0.105,0,0,0
0.008280,0.26012,10.173,0.028,0.071,0,0,0
0.008300,0.26075,10.178,0.066,0.010,0,0,0
0.008320,0.26138,10.058,-0.031,-0.002,0,0,0
0.008340,0.26201,10.049,-0.011,0.116,0,0,0
0.008360,0.26264,9.979,0.029,0.063,0,0,0
0.008380,0.26327,9.950,-0.034,-0.064,0,0,0
0.008400,0.26389,9.918,0.028,0.015,0,0,0
0.008420,0.26452,9.865,-0.029,0.038,0,0,0
0.008440,0.26515,9.885,0.015,-0.015,0,0,0
0.008460,0.26578,9.818,-0.015,0.014,0,0,0
0.008480,0.26641,9.688,0.071,0.066,0,0,0
0.008500,0.26704,9.716,-0.012,-0.070,0,0,0
0.008520,0.26766,9.582,-0.077,-0.043,0,0,0
0.008540,0.26829,9.596,0.002,0.035,0,0,0
0.008560,0.26892,9.453,-0.061,-0.033,0,0,0
0.008580,0.26955,9.453,-0.003,0.005,0,0,0
0.008600,0.27018,9.429,-0.113,0.010,0,0,0
0.008620,0.27081,9.369,-0.008,-0.023,0,0,0
0.008640,0.27143,9.282,0.028,-0.086,0,0,0
0.008660,0.27206,9.289,-0.030,-0.016,0,0,0
0.008680,0.27269,9.233,0.038,-0.005,0,0,0
0.008700,0.27332,9.787,-0.063,-0.020,540,0,0
0.008720,0.27395,10.293,0.054,-0.004,540,0,0
0.008740,0.27458,10.933,-0.060,-0.061,540,0,0
0.008760,0.27520,10.921,0.007,-0.033,0,0,0
0.008780,0.27583,10.805,0.069,-0.058,0,0,0
0.008800,0.27646,10.775,-0.038,-0.014,0,0,0
0.008820,0.27709,10.561,-0.048,0.001,0,0,0
0.008840,0.27772,10.717,-0.049,-0.014,0,0,0
0.008860,0.27835,10.519,0.016,0.121,0,0,0
0.008880,0.27897,10.557,-0.002,0.071,0,0,0
0.008900,0.27960,10.542,0.008,-0.064,0,0,0
0.008920,0.28023,10.357,-0.023,-0.023,0,0,0
0.008940,0.28086,10.421,0.039,-0.065,0,0,0
0.008960,0.28149,10.307,0.027,0.064,0,0,0
0.008980,0.28212,10.264,-0.029,0.037,0,0,0
0.009000,0.28274,10.195,0.072,0.053,0,0,0
0.009020,0.28337,10.097,0.059,0.003,0,0,0
0.009040,0.28400,9.976,-0.040,-0.080,0,0,0
0.009060,0.28463,9.993,0.026,0.014,0,0,0
0.009080,0.28526,9.870,-0.032,-0.049,0,0,0
0.009100,0.28588,9.877,0.047,-0.003,0,0,0
0.009120,0.28651,9.871,0.040,-0.017,0,0,0
0.009140,0.28714,9.738,0.095,0.011,0,0,0
0.009160,0.28777,9.706,-0.004,0.073,0,0,0
0.009180,0.28840,9.596,0.029,-0.056,0,0,0
0.009200,0.28903,9.621,0.092,-0.017,0,0,0
0.009220,0.28965,9.507,0.034,-0.022,0,0,0
0.009240,0.29028,9.446,-0.028,0.101,0,0,0
0.009260,0.29091,9.467,0.095,-0.018,0,0,0
0.009280,0.29154,9.470,-0.030,-0.110,0,0,0
0.009300,0.29217,9.241,-0.056,0.019,0,0,0
0.009320,0.29280,9.248,0.006,0.049,0,0,0
0.009340,0.29342,9.422,0.036,-0.074,540,0,0
0.009360,0.29405,10.001,-0.003,-0.035,540,0,0
0.009380,0.29468,10.456,0.079,-0.009,540,0,0
0.009400,0.29531,11.012,0.106,0.098,540,0,0
0.009420,0.29594,10.984,0.006,0.002,0,0,0
0.009440,0.29657,10.933,-0.049,0.089,0,0,0
